pid|size|group4|group5
18559|48|3|3
18420|43|1|2
19485|38,5|1|2
10514|L|3|2
11914|L|3|3
19950|M ( 140-152 )|1|2
16210|42 2/3|3|2
15603|44|3|3
17893|46|3|3
19755|44|3|3
21069|176|1|2
22639|46|3|3
11539|S|1|2
13906|152|3|2
17947|L|3|3
16761|36 2/3|3|3
10570|32|3|3
22670|164|3|3
13182|42|3|3
15893|44 2/3|1|2
10103|L|3|2
16652|L|1|2
16689|XL|1|2
19470|46|3|3
10277|45,5|1|2
11962|42 2/3|3|3
18158|42 2/3|3|2
17528|S|3|3
21370|38|1|2
10574|44 2/3|1|2
19331|S|1|2
15603|42|3|2
19782|40|3|3
11988|M|1|2
18787|S ( 128-140 )|3|3
18559|42|3|3
15325|164|2|3
13428|47,5|3|3
19470|43 1/3|3|3
18891|44 2/3|3|3
14347|45,5|3|3
19470|42|3|3
11251|42|3|3
10885|47 1/3|1|2
12901|M|3|3
11453|M|1|2
10408|36|1|2
16761|36|3|3
12717|116|1|2
17795|S|1|2
17492|36 2/3|3|3
10885|42 2/3|3|3
14985|40,5|3|3
10885|40|3|2
21631|43|3|3
20590|L|3|3
21129|L|3|2
16180|44 2/3|1|2
10199|41 1/3|1|2
10620|37 1/3|3|2
19755|43 1/3|3|3
14847|39|1|2
20444|37,5|3|3
18119|42|3|3
17492|38 2/3|3|3
17588|XL|3|3
16154|44|3|3
22352|M|3|2
18445|XS ( 32/34 )|3|3
16677|35|3|2
13791|41|3|2
10527|38|3|3
15893|46|1|2
17749|44|1|2
18559|47 1/3|3|3
17603|45,5|1|2
16677|38|3|3
16677|37 1/3|3|3
12296|35/38|3|2
10186|38|3|3
12461|140|3|3
21550|152|1|2
15968|44 2/3|3|3
14829|42|1|2
21116|S ( 34/36 )|1|2
16644|38 2/3|3|3
20250|46|3|2
18628|38,5|1|2
12666|M ( 38-42 )|1|2
16597|2XL|3|3
11951|45 1/3|1|2
20059|2XL|1|2
14980|42|1|2
18751|XL|3|3
20816|47|3|3
17226|44|1|2
17848|44,5|1|2
22505|L|3|3
22742|43 1/3|3|3
15663|XL|3|3
13643|44|3|2
10713|38,5|3|3
19245|2XL|1|2
10713|35|3|3
13336|31|3|3
21891|40|3|3
15893|45 1/3|1|2
22316|S|2|4
20338|M|3|3
18815|44,5|1|2
17921|42|3|3
16677|33|3|2
20864|XL|1|2
13822|43|3|3
20277|38|3|3
22475|164|1|2
21631|45,5|1|2
15111|L ( 152-158 )|3|2
11824|38|1|2
14156|M|1|2
11183|M|3|3
12086|38 2/3|3|2
20237|XL|3|3
20697|38|3|3
16602|41|3|2
16850|42|1|2
11452|40|3|3
22639|45 1/3|3|2
17295|XL|3|2
17795|L|3|2
20802|42,5|3|2
15266|164|3|3
21392|37,5|1|2
20001|38,5|3|2
16830|44|1|2
13137|M ( 38/40 )|3|2
21180|M|3|2
13343|XL|3|3
19635|42|3|3
21544|140|1|2
16850|39 1/3|1|2
15089|M ( 140-152 )|3|2
20828|M|3|3
17655|36 2/3|3|3
18559|40 2/3|3|3
21542|M|3|2
12884|XL ( 158-170 )|3|3
11452|43|3|3
16675|M ( 140-152 )|1|2
17887|42 2/3|3|2
14739|S|1|2
15051|47,5|3|3
17141|45,5|2|4
18731|164|1|2
18386|164|1|2
21542|S|1|2
19734|40,5|3|2
10570|33|3|3
14467|44|3|2
16180|40 2/3|1|2
15352|42|3|2
10768|34|3|2
22159|38|1|2
15524|46|1|2
20099|38,5|3|3
19272|48|3|2
14758|44,5|3|3
21439|2 ( 37-39 )|1|2
22632|S|3|2
19331|XL|3|2
12775|M ( 140-152 )|3|2
17069|152|1|2
17887|45 1/3|3|3
18559|43 1/3|3|3
11329|44 2/3|3|2
10408|37 1/3|3|2
11204|L|1|2
19323|46|1|2
18559|46 2/3|2|3
21264|40,5|3|2
22236|40|3|3
17156|45|3|3
12340|XL|3|3
11866|40 2/3|3|3
19822|36,5|1|2
19822|37,5|3|2
18572|S|1|2
19150|43 1/3|1|2
16297|34|3|3
19613|40,5|3|3
20828|L|3|3
16850|45 1/3|1|2
10527|37 1/3|3|3
18757|42 2/3|3|3
16881|L ( 152-158 )|1|2
12442|32|1|2
16210|46|3|3
21370|36,5|1|2
16689|M|1|2
19107|L|1|2
15664|M ( 140-152 )|3|3
18954|L ( 152-158 )|3|3
12164|164|1|2
20828|2XL|3|3
20288|2XL|3|3
14432|M|1|2
13428|42|1|2
14218|XL|3|2
20405|41|3|2
13379|38 2/3|1|2
16850|44|3|3
19240|164|3|3
10574|46 2/3|3|3
19808|42,5|3|2
13122|38|1|2
22403|14 (164)|1|2
18667|152|3|3
16850|43 1/3|3|2
10116|XL|1|2
19937|47,5|3|3
20159|L|1|2
11962|44|1|2
18751|L|3|3
16180|43 1/3|1|2
19990|38 2/3|1|2
18310|XS ( 32/34 )|3|2
18692|40,5|3|3
12809|40|1|2
10715|39 1/3|1|2
11788|S|1|2
20507|42|3|3
20277|33|3|3
20277|34|1|2
20277|37 1/3|3|3
11766|38|3|2
11843|42,5|3|3
15917|44,5|1|2
21110|42|1|2
12340|L|3|3
16604|L|3|3
16644|33|1|2
18756|XL ( 158-170 )|3|3
14822|46|3|2
17492|33|3|3
10574|46|3|3
13737|S|3|3
18757|42|3|3
10885|39 1/3|1|2
17836|46|1|2
11761|40|1|2
21902|40|1|2
13137|S ( 34/36 )|3|2
17425|M|3|3
20926|3 ( 40-42 )|3|2
12451|2 ( Senior )|1|2
13421|S|3|3
15077|XL ( 158-170 )|3|3
13737|L|3|3
15603|47 1/3|3|3
12844|2 ( 37-39 )|3|3
11086|M|1|2
16277|152|1|2
20428|S|1|2
16277|164|1|2
18448|XL|2|3
20926|4 ( 43-45 )|3|2
11329|45 1/3|3|3
17029|44,5|1|2
11039|L|1|2
17887|44|3|2
16850|47 1/3|3|3
13737|M|3|3
19034|44|3|2
22582|42 2/3|1|2
20247|43|1|2
11172|2XL|3|3
14509|XL|3|3
12671|M|3|3
14483|42,5|3|2
11665|S|1|2
13394|L|2|4
18376|164|1|2
21827|38|3|2
17588|L|3|3
17642|XL|3|3
18667|128|3|2
16604|M|3|3
21597|M|1|2
11101|2XL|2|4
22659|164|3|2
22080|2XL|1|2
18773|XL|3|3
17887|48|1|2
16504|L|3|3
14676|L|1|2
12901|S|3|2
16727|XL|1|2
19735|L|1|2
18480|2XL|3|3
17887|40|3|3
14661|S|2|4
12489|2XL|1|2
14687|176|1|2
11198|S|3|2
17795|M|3|2
15841|L|3|2
18559|41 1/3|3|3
16690|37,5|1|2
17449|S|3|3
16709|XS ( 30-34 )|1|2
18840|S|3|3
13348|M|1|2
20656|2XL|3|3
22245|XL ( 44/46 )|1|2
20475|L ( 152-158 )|3|3
21912|44,5|1|2
22379|3 ( 40-42 )|3|3
11042|L|3|3
12924|M|3|3
17385|M|1|2
15724|S|3|3
20876|L|1|2
12839|3 ( 40-42 )|3|3
20795|S|3|3
22195|2XL|3|3
14674|42|3|3
22505|S|3|3
18647|XL|3|2
19166|34|1|2
15577|S|3|3
14032|L|3|3
14156|L|1|2
20828|XL|2|3
20828|S|3|3
15527|XL|3|3
22823|2XL|2|4
11629|S|1|2
10407|33|1|2
11692|S|1|2
20667|L|2|4
20132|47|3|2
18559|45 1/3|3|3
14525|45|2|4
18078|S|1|2
21045|L|3|2
16423|3XL|3|3
21579|M ( 140-152 )|3|2
21045|S|1|2
19052|39|1|2
22261|39 1/3|3|3
18158|45 1/3|3|3
11572|2XL|3|3
17926|164|1|2
13093|128|3|2
11646|L|1|2
18421|164|1|2
17985|2XL|3|3
15803|45|1|2
18891|44|3|3
13398|S ( 128-140 )|3|3
18275|S ( 34/36 )|1|2
22349|42 2/3|3|2
21218|S|3|3
17913|M|3|3
21866|S|1|2
16842|2XL|3|3
19398|M|3|3
18813|42|3|3
14623|4 ( 43-46 )|2|3
15428|L ( 152-158 )|3|2
22248|XL|3|3
15754|M|1|2
13294|44|3|3
14395|XL|1|2
20980|2XL|3|3
15044|3XL|3|2
11329|46|3|3
12901|XL|3|3
22379|4 ( 43-45 )|3|3
15196|M|3|3
10244|164/176|1|2
12901|2XL|3|3
19162|2XL|3|3
15950|L ( 152-158 )|3|3
21610|176|1|2
20995|S|3|2
17208|L|1|2
20491|M|1|2
21370|34|1|2
20978|S|1|2
19423|M ( 38/40 )|3|2
14544|152|1|2
11809|2XL|3|3
14347|39|1|2
20794|2 ( 35-38 )|3|2
14850|4 ( 43-45 )|3|3
15026|42 2/3|1|2
20895|44|3|3
20895|43|3|3
19640|44 2/3|3|3
17449|L|2|4
18358|L|1|2
14760|3 ( 40-42 )|3|3
17957|3 ( 40-42 )|3|3
21250|38,5|1|2
21352|46|1|2
19630|43|3|3
17156|44,5|3|3
15951|2XL|3|3
13129|L|3|2
16602|42|3|3
11181|42,5|3|3
16307|XL|3|3
17726|40|1|2
21475|33|1|2
13231|S|1|2
13076|48|1|2
13624|S|3|3
21209|L|3|3
17029|42|3|3
19164|S|1|2
17915|S|3|3
14254|M|3|3
10849|2XL|3|3
20025|2XL|3|3
15536|45 1/3|1|2
21865|S|3|3
15005|47|3|3
16756|L|3|3
15340|S ( 128-140 )|1|2
14704|39 1/3|1|2
22760|2XL|3|3
20067|L|3|2
20067|S|1|2
20895|45|3|3
12340|M|3|3
11166|35,5|1|2
18891|45 1/3|3|3
17581|36 2/3|1|2
21903|45|1|2
18179|L|3|3
18198|L|1|2
10603|40,5|1|2
21805|38,5|3|3
13138|M|1|2
10914|42|1|2
22619|M|3|3
13324|40,5|1|2
15312|L ( 40/42 )|1|2
16207|42|3|2
17581|37 1/3|3|3
11663|40,5|1|2
14906|38|3|3
16195|XS ( 32/34 )|1|2
10233|L|3|3
15013|M|3|3
19210|S|1|2
22033|L|3|3
14116|38|1|2
19272|42|3|3
18243|39|1|2
13855|140|3|2
11749|39|3|3
22349|46|1|2
15067|S ( 34/36 )|3|2
15352|42,5|1|2
16911|44,5|3|3
14395|S|3|3
12061|42|3|3
12382|S ( 34/36 )|3|2
15628|152|1|2
11276|S|1|2
19696|42|1|2
22349|44|3|3
21761|2XL|3|3
18809|43|1|2
21542|L|1|2
19638|44|3|3
16644|36 2/3|1|2
12358|L|1|2
18749|2XL|3|3
22515|2XL|1|2
18158|43 1/3|3|3
16687|164|3|3
10570|38|3|3
20895|44,5|3|3
22349|42|3|2
10407|37 1/3|3|3
10174|L|3|3
22349|43 1/3|3|2
21672|116-122|1|2
14622|42,5|1|2
12844|3 ( 40-42 )|2|4
22261|44|3|3
16163|S|1|2
19366|M|1|2
20636|S|3|3
10743|XL|3|3
10743|L|3|3
13980|128|1|2
19444|140|3|3
13156|42|1|2
18495|164|1|2
12269|XL|1|2
16924|44 2/3|3|2
16911|45|1|2
11453|L|1|2
11622|44,5|3|3
14459|45|1|2
22349|45 1/3|1|2
15300|40|1|2
17581|35|3|2
22574|47 1/3|3|3
11660|M|1|2
12362|44,5|1|2
20475|S ( 128-140 )|1|2
22414|M|1|2
13535|44,5|3|2
13535|44|3|3
12402|164|1|2
12901|L|3|3
18179|M|3|3
19099|42|1|2
15302|XL|3|3
15765|XL|3|3
15703|45,5|3|3
14980|39|1|2
15310|45|1|2
11647|L|2|4
16504|S|3|3
11464|43 1/3|3|3
16180|39 1/3|1|2
11593|M|3|3
20454|140|3|3
16149|XS|1|2
11452|40,5|1|2
15027|3 ( 40-42 )|1|2
15027|4 ( 43-45 )|3|2
20753|M|3|3
12197|XL ( 158-170 )|3|3
14861|M|1|2
22355|37,5|3|3
21634|6/8 (116-128)|3|3
11593|S|3|3
22794|XL ( 158-170 )|1|2
15174|XL|1|2
22505|XL|2|3
11617|S|1|2
15849|L|3|3
13076|41 1/3|3|3
11222|39|1|2
22523|152|3|3
16597|M|3|3
15561|43|1|2
15736|XS ( 32/34 )|1|2
22230|S ( 128-140 )|1|2
12647|47,5|3|2
11181|47,5|1|2
17588|2XL|3|3
21209|M|3|3
12824|46 2/3|1|2
22343|XL|1|2
19822|35|3|3
17234|38,5|3|2
20141|3 ( 39-42 )|3|3
17127|37,5|1|2
18494|41 1/3|1|2
14525|42,5|3|3
17321|XL|3|3
12924|XL|3|3
19150|41 1/3|3|3
11766|30|1|2
21147|47|3|3
17321|M|3|3
14544|164|3|2
20713|L ( 152-158 )|1|2
15756|46|3|3
22804|M|1|2
19999|36|1|2
20364|45|3|3
10199|42|1|2
14222|42 2/3|1|2
22523|164|3|3
22638|45,5|3|3
21485|M|1|2
17456|XL|3|3
17456|L|3|3
15559|164|3|3
11133|L|3|3
20625|M|3|3
15703|42,5|1|2
12230|45,5|3|3
16227|S|3|3
17639|33,5|1|2
13460|43 1/3|1|2
13410|44,5|3|3
20895|42,5|3|3
16602|40|1|2
12884|L ( 152-158 )|1|2
17768|36,5|3|3
11914|S|3|3
11857|S|3|3
11133|XL|3|2
10839|L ( 152-158 )|1|2
17949|S|1|2
16630|2XL|1|2
17321|S|3|2
18041|M ( 38/40 )|1|2
11738|XL|3|3
11593|XL|3|3
22866|43|3|2
11660|XL|1|2
20277|32|3|3
15369|S|1|2
14455|38,5|3|3
17321|XS|1|2
17321|L|3|3
11660|L|1|2
20074|XL|3|3
10322|47|1|2
20185|M|3|3
16354|2XL|3|3
14822|40 2/3|1|2
20507|43|3|3
11595|XL|3|3
14822|43 1/3|3|3
16911|42,5|1|2
19755|42 2/3|3|3
13632|XL|3|3
10692|3XL|1|2
20898|3XL|3|2
18757|44 2/3|3|3
12698|47,5|1|2
11464|42 2/3|1|2
14257|XL ( 158-170 )|1|2
14467|42|1|2
15368|L ( 152-158 )|3|3
19010|M|3|3
11672|M ( 140-152 )|3|3
18474|L|1|2
19483|XL ( 158-170 )|3|2
11817|40|1|2
21300|44 2/3|1|2
22866|44|1|2
19615|S ( 34-38 )|1|2
20449|41|3|3
14674|42 2/3|3|3
14874|XL|1|2
16297|33|3|2
18096|M|1|2
18672|41|1|2
19787|33|1|2
13428|40,5|3|3
15054|38,5|1|2
16652|S|3|3
14788|M|3|3
20365|42|1|2
10439|2XL|2|4
20240|7 ( L )|2|3
15780|43/46|3|3
17957|1 ( 34-36 )|1|2
22412|L|3|3
17795|3XL|1|2
18757|46|3|3
20090|46|1|2
13737|XL|3|3
16454|128|3|3
12230|47,5|3|3
15980|L ( 42-46 )|3|2
11528|140|1|2
12820|M ( 140-152 )|1|2
12884|M ( 140-152 )|3|3
10408|38|3|3
13108|38|1|2
10737|XL|3|3
19240|152|1|2
22069|XL|2|4
14487|S ( 34/36 )|3|3
12620|L|3|3
22681|XL|2|4
13999|37 1/3|1|2
15088|47|3|3
14760|4 ( 43-45 )|3|3
14760|5 ( 46-48 )|3|3
11133|M|3|2
11133|S|3|2
14004|XL|3|3
18009|L|3|2
18773|M|3|3
18146|43,5|3|3
16210|48|3|3
11998|XS ( 116-128 )|3|3
16763|42|3|3
12112|XS ( 32 )|1|2
21345|43 1/3|1|2
17967|M|3|2
15148|XL|1|2
11329|39 1/3|3|3
14410|41|3|3
12473|L|3|3
22523|140|3|3
18158|44 2/3|3|3
22718|39|3|3
10203|L ( 40/42 )|3|2
15780|39/42|3|3
12528|43 1/3|3|3
10526|38|3|3
20521|36|3|3
20280|43 1/3|1|2
16410|S|1|2
12528|42|3|2
20226|L|1|2
17492|37 1/3|3|3
16950|46|1|2
11355|33,5|1|2
22280|45,5|3|3
21969|L|3|3
15794|L|1|2
10013|M|2|4
20365|44 2/3|3|3
17487|45 1/3|1|2
18574|46|3|3
11702|4 ( 43-46 )|3|3
13076|42|3|3
19591|S|1|2
19272|39 1/3|3|3
22593|41|3|3
15925|S ( 128-140 )|1|2
17425|L|3|3
17425|XL|3|3
14004|M|2|4
13919|L|1|2
12383|176|1|2
12111|M|1|2
17887|43 1/3|3|3
22531|XL|3|3
16604|XL|3|3
14715|XL|1|2
19591|XS|3|2
14822|45 1/3|3|3
15794|XL|1|2
20540|40|1|2
11649|34|1|2
22379|5 ( 46-48 )|3|3
17035|L|3|3
18190|S|1|2
14623|5 ( 47-49 )|1|2
10325|164|3|3
18796|42|3|3
15756|47|1|2
18611|XL|3|3
17655|36|3|3
22343|3XL|1|2
20621|M|1|2
17957|2 ( 37-39 )|3|2
11410|S|1|2
22651|2XL|3|3
15266|116|1|2
13535|42,5|3|3
11703|S|3|2
17492|38|3|3
21901|M ( 38/40 )|3|2
11862|40,5|3|2
22742|45 1/3|3|2
15917|45|3|2
19502|45,5|3|2
11367|34|3|2
20626|36 2/3|3|2
17492|34|3|2
17581|36|3|3
11176|41|3|2
14371|S|3|3
10623|41|3|3
14758|45|3|2
10981|M|2|4
11706|4XL|3|2
22236|42|3|3
14517|164|3|3
14388|4 ( 43-45 )|3|2
12176|40|3|2
13356|43 1/3|3|3
15268|XL|3|2
15794|M|3|3
21418|45,5|3|2
14525|42|3|3
14910|42|3|2
10818|42|3|3
18621|3XL/T|3|3
21398|45,5|3|2
15775|38|3|3
16210|44 2/3|3|3
16604|2XL|3|3
22688|152|3|2
11176|45,5|3|2
12721|34|3|3
14091|37,5|3|3
21054|36|3|2
10994|44,5|3|3
12839|4 ( 43-45 )|3|3
17152|S|3|2
14910|41|3|3
21905|46|3|2
14822|46 2/3|3|2
21264|39|3|3
15559|152|3|3
14910|40,5|3|2
10885|42|3|3
10885|41 1/3|3|3
14182|47,5|3|2
17030|XL|3|2
18796|43 1/3|3|2
22550|34|3|2
13514|43/46|3|3
16493|44,5|3|2
14420|32|3|2
19470|40 2/3|3|3
13999|36 2/3|3|2
19579|40,5|3|3
15690|43|3|2
10015|S|3|2
12962|XS ( 116-128 )|3|3
11078|41 1/3|3|2
19095|40 2/3|3|3
14606|3XL|3|2
18735|43|3|3
16706|46|3|2
15603|46|3|3
22096|38,5|3|3
16903|L|3|2
14761|XL ( 158-170 )|3|3
19033|47,5|3|2
18452|42 2/3|3|2
20764|37 1/3|3|3
19080|46|3|3
13637|44,5|3|3
11196|M|3|3
19470|41 1/3|3|3
14182|40,5|2|3
20897|S|3|2
17887|46 2/3|3|3
10768|36,5|3|2
19473|3 ( 39-42 )|3|3
22707|L|3|3
22707|S|3|2
10208|33|3|2
14446|3 ( 40-42 )|2|3
13356|42|3|2
17124|42|3|3
20365|40 2/3|3|2
18008|S|3|2
11449|44|3|3
21969|M|3|3
10818|39 1/3|3|2
22004|M|3|3
14146|44|3|2
19205|XL ( 158-170 )|3|3
19034|39 1/3|3|2
16950|43 1/3|3|2
10574|47 1/3|3|3
22742|44|3|2
13076|42 2/3|2|4
17611|38|3|3
18813|43|2|4
15618|44|3|3
16210|40|3|3
18891|42|3|2
10031|44|3|2
17627|L ( 40/42 )|3|2
10981|L|2|4
15504|M|3|2
16768|L ( 40/42 )|3|2
17957|4 ( 43-45 )|2|3
19323|42 2/3|3|3
16180|40|3|2
11660|S|3|2
11671|43|3|3
14446|5 ( 46-48 )|3|3
22582|44|3|3
10766|5 ( 46-48 )|3|2
21381|44|3|3
20557|40 2/3|3|3
20557|40|3|2
18559|40|3|3
20067|XL|3|2
20839|L|2|4
22847|L|3|2
10570|38 2/3|3|2
14071|XL|3|2
16284|M ( 140-152 )|3|2
19938|L ( 152-158 )|3|2
19622|42|3|2
22628|XL|3|2
16468|44|3|3
17359|2XL|3|3
16003|S ( 34/36 )|3|3
21226|47/49|3|3
13347|5 ( 47-49 )|3|3
22706|3XL|3|2
17838|S|3|2
18574|44 2/3|3|3
13286|M|3|2
17957|5 ( 46-48 )|2|4
12432|10 (36-40)|3|2
19460|XL|3|2
13999|38 2/3|3|3
11452|44,5|3|3
17838|L|3|2
18813|45,5|2|4
17141|44,5|3|2
20282|XL|3|2
10766|4 ( 43-45 )|2|4
22586|M|3|2
22143|42,5|3|2
14364|S|3|3
10194|38/40 ( M / L )|3|3
20282|M|3|2
19423|L ( 40/42 )|3|2
15975|42|3|2
20295|XL|3|2
16756|M|3|3
14602|M ( 40 )|3|2
20808|L ( 44 )|3|2
14223|42 2/3|3|3
10628|4 ( 43-45 )|3|3
17035|S|3|3
10408|34|3|3
12111|XL|3|3
20353|L|3|3
10006|XL|3|2
17967|L|3|3
21616|M ( 38/40 )|3|3
16317|L|3|3
18301|2XL|3|3
14823|XL|3|2
13073|L|3|2
19253|M|3|2
16974|44,5|3|2
18611|M|2|3
14245|M|2|3
15828|4 ( 43-45 )|3|3
15828|3 ( 40-42 )|3|3
14812|152|3|2
13921|XL|3|3
10407|32|3|3
14245|L|2|4
10337|XL|3|2
16425|42|3|3
18991|L|3|3
18574|43 1/3|3|3
20753|XL|3|3
22593|44|3|3
21740|36 2/3|3|2
19942|S|3|3
17955|164|3|2
10466|42 2/3|3|2
10981|XL|2|4
18168|39|3|2
19034|42 2/3|3|3
14446|4 ( 43-45 )|2|3
10560|XL|3|3
15564|5 ( 47-49 )|3|2
11449|42,5|3|3
11622|42,5|2|3
21265|44,5|3|3
14653|L|3|2
15192|43|3|2
21265|45|3|3
21265|44|3|3
21265|42|3|3
11841|L|3|2
17179|S ( 34/36 )|3|2
19205|M ( 140-152 )|2|3
18452|43 1/3|3|3
19323|43 1/3|3|3
13291|44,5|3|3
21265|40|3|2
18158|44|3|2
21265|41|3|3
20802|40,5|3|3
18534|40|3|3
10407|36 2/3|3|3
16763|43 1/3|3|3
20110|M|3|3
18560|2XL|2|4
10713|38|3|3
22544|S ( 128-140 )|3|3
13279|M|2|3
20277|29|3|3
12937|5 ( 46-48 )|3|2
19010|L|3|3
10043|L|2|4
14893|M ( 140-152 )|3|3
16530|L|2|4
16763|36 2/3|3|2
15828|1 ( 34-36 )|3|2
14619|152|3|2
12528|44 2/3|3|3
22866|44,5|3|2
20374|36|3|2
10981|S|2|4
13336|33|3|3
13963|36 2/3|3|3
21725|40,5|3|2
16261|S|3|3
12004|2XL|3|2
15517|S|3|3
11449|43|3|3
18451|45|3|2
15603|39 1/3|3|2
20268|152|3|2
17549|43|3|2
22543|M|3|2
16763|40 2/3|3|2
22256|35|3|2
19857|37,5|3|2
18578|36|3|2
22651|S|3|3
19087|36,5|3|2
13719|42,5|3|2
12048|43 1/3|3|3
19353|140|3|2
12938|2XL|2|3
16875|128|3|2
19033|42|3|2
16725|43|2|4
22810|44,5|3|3
16950|44 2/3|3|3
10115|43 1/3|3|2
12268|43|2|3
18626|42|3|3
18626|42,5|3|3
16720|45 1/3|3|2
18626|47,5|3|2
14430|2XL|3|2
18626|46|3|3
22523|128|3|3
19734|47|3|3
17398|46|3|2
18401|M|3|3
17642|L|3|2
21265|40,5|3|3
12268|42|3|3
19742|M|2|4
13293|L|3|3
15028|L|3|3
14907|40,5|3|2
18626|43|3|3
11962|44 2/3|3|3
11280|40|3|3
16725|44,5|3|3
13418|S ( 128-140 )|3|3
18571|37,5|3|3
18571|36,5|3|3
12975|42,5|3|3
12975|43|3|3
12975|42|2|3
18626|45|3|3
12268|42,5|2|3
11286|S|3|3
16725|46|3|3
15703|43|3|3
22053|S|3|3
21452|43|2|4
11280|42,5|3|3
21452|46|2|4
13279|S|3|3
11622|44|3|3
18626|44,5|3|3
18483|36,5|3|3
20914|M|3|3
22103|41|3|3
19950|L ( 152-158 )|3|3
11593|L|2|4
22000|XS ( 30-34 )|3|3
19948|38,5|3|3
15670|XL (46-50 )|3|3
17680|42|3|3
12975|44|2|3
12268|41|2|4
21707|M|3|3
11280|45|3|3
22810|45|2|3
19504|L|3|3
20660|S|3|3
16505|40|3|3
12268|44|2|3
16020|XL|3|3
22531|L|2|3
18346|M|3|3
12839|5 ( 46-48 )|3|3
10470|43|3|3
17321|2XL|3|3
21452|45|2|4
11977|XL|3|3
21775|XL|3|3
21426|L|2|4
15311|48|3|3
11930|L|3|3
18626|41|3|3
12846|46|3|3
15893|44|3|3
21452|45,5|3|3
14022|XL|3|3
21452|41|3|3
19099|43|3|3
11227|39|3|3
14081|3 (35-38 )|3|3
22586|XL|3|3
14822|39 1/3|3|3
17087|2 ( 31-34 )|3|3
19902|L ( 152-158 )|3|3
11977|M|3|3
19301|43|2|4
11478|164|3|3
14185|M|3|3
22549|S|3|3
14513|S|2|3
21218|M|3|3
18626|40|2|3
19964|2XL|3|3
14223|40|3|3
16881|XL ( 158-170 )|3|3
11995|39 1/3|3|3
13356|41 1/3|3|3
19309|41|3|3
21969|S|3|3
11672|S ( 128-140 )|3|3
11672|XS ( 116-128 )|3|3
11189|XL ( 158-170 )|3|3
19427|M|3|3
16089|34|2|3
15523|L|3|3
13619|XL|3|3
11655|M|3|3
17722|140|3|3
14054|48,5|3|3
17581|38 2/3|3|3
15936|M ( 140-152 )|3|3
11418|S|3|3
22129|M ( 38/40 )|2|3
10102|2XL|3|3
18626|45,5|2|3
18626|44|3|3
11843|45,5|2|3
18836|37 1/3|3|3
22621|S|2|3
10096|M|2|4
12721|33|3|3
11450|XL|3|3
12288|37,5|3|3
14171|L|3|3
21156|45|3|3
19751|XL|3|3
11221|S|3|3
16256|44|3|3
19670|XL|3|3
15983|M|3|3
20782|45,5|3|3
21391|40,5|3|3
19920|M ( 38/40 )|3|3
20365|42 2/3|3|3
20500|47|3|3
16256|41|3|3
20365|44|2|4
20895|46|3|3
16003|XS ( 32/34 )|3|3
15429|XL|3|3
10305|L|3|3
18865|5 ( 43-46 )|2|4
21445|42|3|3
18219|42|3|3
10798|42,5|3|3
11786|45|3|3
22136|40|3|3
22878|XL|3|3
22878|L|3|3
18857|XL|3|3
17795|XL|3|3
22632|XL|3|3
13386|XL|3|3
14011|2XL|2|3
22689|2XL|3|3
21110|45,5|3|3
21156|42|2|3
16826|164|3|3
10325|152|3|3
12846|45 1/3|2|3
13824|140|3|3
13117|XL ( 158-170 )|2|3
21123|164|3|3
14436|2XL|3|3
15390|2XL|3|3
22214|38|2|3
19439|L ( 152-158 )|2|4
15369|XL|3|3
16504|2XL|3|3
16256|42|3|3
20782|45|3|3
19265|2XL|3|3
17838|XL|3|3
11488|XL|3|3
19512|S ( 34/36 )|3|3
13841|1 ( 140 )|3|3
12497|35|3|3
12497|34|3|3
13693|S ( 36 )|3|3
14910|43|2|3
13398|XL ( 158-170 )|2|3
16268|L|3|3
18611|L|2|4
12976|44|3|3
17456|2XL|3|3
16131|128|2|4
13761|44|3|3
19920|XS ( 32/34 )|3|3
11329|46 2/3|2|4
21921|S|3|3
19771|128|2|4
13617|40|3|3
20584|43|3|3
10174|XL|3|3
17602|45|3|3
13535|42|3|3
22276|M ( 38/40 )|3|3
20827|M ( 38/40 )|2|3
13637|45|3|3
17332|M|3|3
11653|L|3|3
18000|152|2|3
16361|XL|3|3
20714|2XL|2|4
22214|37 1/3|3|3
10746|XL ( 158-170 )|3|3
13567|47|3|3
17029|47,5|2|3
13379|31|3|3
21210|39|3|3
12321|39 1/3|3|3
16687|140|3|3
22189|S ( 128-140 )|3|3
18628|36|3|3
15192|42|3|3
14344|L|2|3
19323|42|2|4
15521|L|3|3
20581|46|3|3
10885|46 2/3|3|3
16720|44 2/3|3|3
18716|XL|3|3
15834|L|2|3
15269|XL (46-48,5)|3|3
21643|45|3|3
15484|38,5|3|3
13435|36|3|3
16297|35,5|3|3
12947|L ( 40/42 )|3|3
16903|M|3|3
13227|128|3|3
16428|XS ( 116-128 )|3|3
10560|M|2|4
10261|1 ( Junior)|3|3
18744|S|3|3
20475|XL ( 158-170 )|3|3
16503|S|3|3
13883|L|2|3
11756|4 ( 43-46 )|3|3
10879|M|3|3
12875|L|3|3
14223|42|2|3
14861|L|2|3
20095|S|3|3
13743|42|3|3
20894|42|3|3
19119|28 (3XL)|3|3
19526|S|3|3
11655|S|3|3
16172|2XL|3|3
10337|M|3|3
18179|S|3|3
18467|40|2|3
13356|44|2|3
11671|47,5|3|3
21536|44|3|3
22530|2XL|2|3
22531|M|2|4
21091|L|3|3
10171|36 2/3|3|3
17344|37,5|2|4
