pid|size|color|brand|rrp|mainCategory|category|subCategory|stock|releaseDate|Product Type|Generalized Size
21710|152|blau|adidas|25.33|1|7|25.0|1|2017-10-01|C|
21711|42 2/3|grau|adidas|253.93|1|2|44.0|1|2018-01-22|S|3.0
21711|45 1/3|grau|adidas|253.93|1|2|44.0|1|2018-01-22|S|4.0
21714|4 ( 39-42 )|weiss|Jako|6.28|1|7|11.0|1|2017-10-01|A|3.0
21714|5 ( 43-46 )|weiss|Jako|6.28|1|7|11.0|1|2017-10-01|A|4.0
21717|L|grau|Nike|88.83|9|10|14.0|9|2018-01-26|C|
21720|35|weiss|adidas|82.48|1|37|6.0|1|2017-10-01|S|0.0
21720|37 1/3|weiss|adidas|82.48|1|37|6.0|1|2017-10-01|S|1.0
21724|36,5|blau|Nike|190.43|1|37|3.0|1|2017-10-01|S|1.0
21724|37,5|blau|Nike|190.43|1|37|3.0|1|2017-10-01|S|1.0
21725|40,5|weiss|Reebok|114.23|9|18|32.0|1|2017-10-01|S|2.0
21725|44,5|weiss|Reebok|114.23|9|18|32.0|1|2017-10-01|S|4.0
21726|42|schwarz|Jordan|139.63|9|18|32.0|1|2017-10-01|S|3.0
21726|44|schwarz|Jordan|139.63|9|18|32.0|1|2017-10-01|S|4.0
21727|M|grau|Nike|38.03|9|10|25.0|1|2017-11-20|C|
21730|L ( 40/42 )|grau|Sport2000|50.73|9|10|35.0|1|2017-10-01|C|
21730|M ( 38/40 )|grau|Sport2000|50.73|9|10|35.0|1|2017-10-01|C|
21733|44 2/3|weiss|adidas|114.23|1|2|5.0|1|2017-10-01|S|4.0
21733|45 1/3|weiss|adidas|114.23|1|2|5.0|1|2017-10-01|S|4.0
21734|2XL|schwarz|adidas|31.68|1|7|21.0|1|2017-10-01|C|
21734|S|schwarz|adidas|31.68|1|7|21.0|3|2017-10-01|C|
21734|XS|schwarz|adidas|31.68|1|7|21.0|1|2017-10-01|C|
21735|S|gold|Nike|38.03|1|7|21.0|2|2017-11-22|C|
21736|2|rot|PUMA|7.55|1|7|12.0|1|2017-10-01|A|2.0
21738|41 1/3|schwarz|adidas|126.93|1|2|6.0|1|2017-10-01|S|3.0
21738|42|schwarz|adidas|126.93|1|2|6.0|1|2017-10-01|S|3.0
21738|42 2/3|schwarz|adidas|126.93|1|2|6.0|3|2017-10-01|S|3.0
21738|43 1/3|schwarz|adidas|126.93|1|2|6.0|10|2017-10-01|S|3.0
21738|44|schwarz|adidas|126.93|1|2|6.0|5|2017-10-01|S|4.0
21738|44 2/3|schwarz|adidas|126.93|1|2|6.0|1|2017-10-01|S|4.0
21738|45 1/3|schwarz|adidas|126.93|1|2|6.0|3|2017-10-01|S|4.0
21738|46|schwarz|adidas|126.93|1|2|6.0|1|2017-10-01|S|4.0
21738|47 1/3|schwarz|adidas|126.93|1|2|6.0|2|2017-10-01|S|5.0
21738|48|schwarz|adidas|126.93|1|2|6.0|2|2017-10-01|S|5.0
21738|48 2/3|schwarz|adidas|126.93|1|2|6.0|1|2017-10-01|S|5.0
21740|36 2/3|schwarz|adidas|82.48|1|37|39.0|1|2017-11-22|S|1.0
21743|2XL|blau|Nike|31.68|1|7|8.0|4|2017-10-01|C|
21743|L|blau|Nike|31.68|1|7|8.0|25|2017-10-01|C|
21743|M|blau|Nike|31.68|1|7|8.0|21|2017-10-01|C|
21743|S|blau|Nike|31.68|1|7|8.0|4|2017-10-01|C|
21743|XL|blau|Nike|31.68|1|7|8.0|9|2017-10-01|C|
21749|M ( 38/40 )|rot|Nike|25.33|1|7|21.0|1|2017-10-01|C|
21751|M|schwarz|Nike|38.03|1|7|21.0|1|2017-11-22|C|
21753|41,5|khaki|Converse|101.53|9|18|32.0|1|2017-10-01|S|3.0
21754|L ( 152-158 )|gelb|Nike|27.87|1|7|21.0|1|2017-10-01|C|
21756|36,5|grau|Nike|126.93|9|37|32.0|1|2017-10-01|S|1.0
21761|2XL|schwarz|Nike|38.03|1|7|8.0|2|2017-10-01|C|
21761|L|schwarz|Nike|38.03|1|7|8.0|3|2017-10-01|C|
21761|M|schwarz|Nike|38.03|1|7|8.0|4|2017-10-01|C|
21761|S|schwarz|Nike|38.03|1|7|8.0|1|2017-10-01|C|
21761|XL|schwarz|Nike|38.03|1|7|8.0|2|2017-10-01|C|
21766|44,5|orange|PUMA|253.93|1|2|3.0|1|2017-10-01|S|4.0
21768|4 ( 43-46 )|schwarz|PUMA|18.98|1|7|13.0|1|2018-01-18|A|4.0
21769|42|weiss|Nike|368.23|1|2|3.0|1|2017-10-01|S|3.0
21769|42,5|weiss|Nike|368.23|1|2|3.0|1|2017-10-01|S|3.0
21769|45|weiss|Nike|368.23|1|2|3.0|1|2017-10-01|S|4.0
21769|47|weiss|Nike|368.23|1|2|3.0|1|2017-10-01|S|5.0
21775|M|grau|Jordan|101.53|9|10|35.0|3|2017-10-01|C|
21775|XL|grau|Jordan|101.53|9|10|35.0|1|2017-10-01|C|
21776|2XL|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
21776|L|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
21776|XL|gruen|adidas|25.33|1|7|21.0|1|2017-10-01|C|
21779|40|gruen|adidas|165.03|1|2|3.0|1|2017-10-01|S|2.0
21779|40 2/3|gruen|adidas|165.03|1|2|3.0|1|2017-10-01|S|2.0
21779|44|gruen|adidas|165.03|1|2|3.0|1|2017-10-01|S|4.0
21779|46|gruen|adidas|165.03|1|2|3.0|1|2017-10-01|S|4.0
21779|46 2/3|gruen|adidas|165.03|1|2|3.0|1|2017-10-01|S|4.0
21780|38 2/3|khaki|adidas|126.93|9|36|32.0|1|2017-10-01|S|1.0
21782|L|gruen|Nike|25.33|1|7|8.0|3|2017-10-01|C|
21782|M|gruen|Nike|25.33|1|7|8.0|1|2017-10-01|C|
21782|XL|gruen|Nike|25.33|1|7|8.0|1|2017-10-01|C|
21794|2XL|schwarz|PUMA|76.13|1|7|22.0|1|2017-10-01|C|
21794|L|schwarz|PUMA|76.13|1|7|22.0|6|2017-10-01|C|
21794|M|schwarz|PUMA|76.13|1|7|22.0|1|2017-10-01|C|
21794|S|schwarz|PUMA|76.13|1|7|22.0|2|2017-10-01|C|
21794|XL|schwarz|PUMA|76.13|1|7|22.0|6|2017-10-01|C|
21795|37 1/3|schwarz|adidas|82.48|1|37|6.0|1|2017-10-01|S|1.0
21796|43|blau|Nike|126.93|9|18|32.0|1|2017-10-01|S|3.0
21796|47|blau|Nike|126.93|9|18|32.0|1|2017-10-01|S|5.0
21799|2XL|rot|adidas|107.88|1|7|31.0|1|2017-10-01|C|
21799|L|rot|adidas|107.88|1|7|31.0|4|2017-10-01|C|
21799|M|rot|adidas|107.88|1|7|31.0|2|2017-10-01|C|
21799|S|rot|adidas|107.88|1|7|31.0|2|2017-10-01|C|
21799|XL|rot|adidas|107.88|1|7|31.0|3|2017-10-01|C|
21801|3XL|blau|Erima|20.25|1|7|25.0|1|2017-10-01|C|
21802|2XL|blau|PUMA|50.73|1|7|14.0|3|2017-10-01|C|
21802|3XL|blau|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
21802|L|blau|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
21802|M|blau|PUMA|50.73|1|7|14.0|4|2017-10-01|C|
21803|M|rot|adidas|50.73|9|10|14.0|1|2018-01-05|C|
21805|38,5|schwarz|Nike|165.03|9|36|32.0|1|2017-10-01|S|1.0
21806|45|orange|Nike|114.23|1|2|6.0|1|2017-10-01|S|4.0
21812|M|schwarz|Nike|38.03|9|10|25.0|1|2017-10-01|C|
21814|42,5|blau|Nike|95.18|1|2|6.0|1|2017-11-10|S|3.0
21819|44,5|schwarz|Nike|222.18|1|2|5.0|1|2017-10-01|S|4.0
21823|L ( 152-158 )|gelb|Nike|20.25|1|7|8.0|1|2017-10-01|C|
21823|S ( 128-140 )|gelb|Nike|20.25|1|7|8.0|1|2017-10-01|C|
21823|XL ( 158-170 )|gelb|Nike|20.25|1|7|8.0|2|2017-10-01|C|
21826|44,5|weiss|Converse|95.18|9|18|32.0|1|2017-10-01|S|4.0
21826|46|weiss|Converse|95.18|9|18|32.0|1|2017-10-01|S|4.0
21827|38|schwarz|Nike|88.83|1|37|5.0|1|2017-10-01|S|1.0
21831|152|blau|Jako|22.79|15|16||1|2017-10-01||
21831|164|blau|Jako|22.79|15|16||1|2017-10-01||
21837|164|gelb|adidas|16.44|1|7|8.0|1|2017-10-01|C|
21843|42,5|blau|Nike|32.95|9|18|32.0|1|2017-10-01|S|3.0
21849|40|weiss|Nike|177.73|9|18|32.0|1|2017-10-01|S|2.0
21849|41|weiss|Nike|177.73|9|18|32.0|1|2017-10-01|S|3.0
21851|39|blau|Nike|88.83|1|2|5.0|1|2017-10-01|S|2.0
21851|41|blau|Nike|88.83|1|2|5.0|1|2017-10-01|S|3.0
21851|43|blau|Nike|88.83|1|2|5.0|2|2017-10-01|S|3.0
21851|44|blau|Nike|88.83|1|2|5.0|1|2017-10-01|S|4.0
21851|45,5|blau|Nike|88.83|1|2|5.0|1|2017-10-01|S|4.0
21851|47|blau|Nike|88.83|1|2|5.0|2|2017-10-01|S|5.0
21858|2XL|blau|Nike|82.48|1|7|31.0|8|2017-10-01|C|
21858|L|blau|Nike|82.48|1|7|31.0|11|2017-10-01|C|
21858|M|blau|Nike|82.48|1|7|31.0|37|2017-10-01|C|
21858|S|blau|Nike|82.48|1|7|31.0|3|2017-10-01|C|
21858|XL|blau|Nike|82.48|1|7|31.0|4|2017-10-01|C|
21859|152|schwarz|adidas|57.08|1|7|14.0|2|2017-10-01|C|
21860|L|rot|adidas|38.03|15|24||2|2017-10-01||
21860|M|rot|adidas|38.03|15|24||1|2017-10-01||
21860|S|rot|adidas|38.03|15|24||1|2017-10-01||
21860|XL|rot|adidas|38.03|15|24||1|2017-10-01||
21865|S|weiss|adidas|44.38|9|10|23.0|1|2017-10-01|C|
21866|S|grau|Nike|44.38|15|16||1|2017-10-01||
21874|S|schwarz|Hummel|57.08|1|7|16.0|1|2017-10-01|C|
21875|128|schwarz|adidas|31.68|1|7|17.0|2|2017-10-01|C|
21875|140|schwarz|adidas|31.68|1|7|17.0|2|2017-10-01|C|
21875|152|schwarz|adidas|31.68|1|7|17.0|1|2017-10-01|C|
21875|164|schwarz|adidas|31.68|1|7|17.0|1|2017-10-01|C|
21876|42,5|schwarz|Nike|165.03|1|2|3.0|1|2017-10-01|S|3.0
21876|43|schwarz|Nike|165.03|1|2|3.0|1|2017-10-01|S|3.0
21876|44|schwarz|Nike|165.03|1|2|3.0|2|2017-10-01|S|4.0
21876|46|schwarz|Nike|165.03|1|2|3.0|2|2017-10-01|S|4.0
21877|152|schwarz|adidas|69.78|1|7|14.0|1|2017-10-01|C|
21877|164|schwarz|adidas|69.78|1|7|14.0|1|2017-10-01|C|
21886|42,5|weiss|Nike|177.73|9|18|32.0|1|2017-10-01|S|3.0
21886|43|weiss|Nike|177.73|9|18|32.0|5|2017-10-01|S|3.0
21886|44|weiss|Nike|177.73|9|18|32.0|3|2017-10-01|S|4.0
21886|45|weiss|Nike|177.73|9|18|32.0|1|2017-10-01|S|4.0
21888|2XL|schwarz|adidas|69.78|1|7|20.0|1|2017-10-01|C|
21891|40|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|2.0
21891|40,5|blau|Nike|215.83|1|2|3.0|2|2017-10-01|S|2.0
21891|42|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
21891|42,5|blau|Nike|215.83|1|2|3.0|3|2017-10-01|S|3.0
21891|43|blau|Nike|215.83|1|2|3.0|2|2017-10-01|S|3.0
21891|44|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21891|44,5|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21891|45|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21891|45,5|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21891|46|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21891|47|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|5.0
21891|47,5|blau|Nike|215.83|1|2|3.0|1|2017-10-01|S|5.0
21892|44|gruen|adidas|101.53|1|2|6.0|4|2017-10-01|S|4.0
21895|10 (36-40)|weiss|Hummel|12.63|1|7|13.0|1|2017-10-01|A|2.0
21897|S|schwarz|Nike|57.08|9|10|23.0|1|2017-10-01|C|
21900|42|blau|Nike|279.33|1|2|3.0|1|2017-10-01|S|3.0
21900|42,5|blau|Nike|279.33|1|2|3.0|1|2017-10-01|S|3.0
21900|44|blau|Nike|279.33|1|2|3.0|1|2017-10-01|S|4.0
21900|46|blau|Nike|279.33|1|2|3.0|2|2017-10-01|S|4.0
21901|M ( 38/40 )|beige|Nike|48.19|9|10|25.0|1|2017-10-01|C|
21902|40|rot|PUMA|139.63|9|36|32.0|1|2017-10-01|S|2.0
21903|45|grau|New Balance|126.93|9|18|32.0|1|2017-10-01|S|4.0
21905|45|gelb|PUMA|253.93|1|2|4.0|1|2017-10-01||
21905|46|gelb|PUMA|253.93|1|2|4.0|1|2017-10-01||
21906|42,5|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
21906|43|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
21906|44|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21906|44,5|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21906|45|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
21907|XL ( 158-170 )|blau|Nike|31.68|1|7|16.0|2|2017-11-24|C|
21910|40|rot|Nike|190.43|1|2|6.0|1|2017-10-01|S|2.0
21910|43|rot|Nike|190.43|1|2|6.0|1|2017-10-01|S|3.0
21910|44|rot|Nike|190.43|1|2|6.0|2|2017-10-01|S|4.0
21910|44,5|rot|Nike|190.43|1|2|6.0|1|2017-10-01|S|4.0
21910|45|rot|Nike|190.43|1|2|6.0|1|2017-10-01|S|4.0
21910|45,5|rot|Nike|190.43|1|2|6.0|2|2017-10-01|S|4.0
21910|46|rot|Nike|190.43|1|2|6.0|1|2017-10-01|S|4.0
21912|44,5|weiss|PUMA|101.53|9|18|32.0|1|2017-10-01|S|4.0
21914|XL ( 158-170 )|weiss|Nike|88.83|1|7|31.0|1|2017-11-20|C|
21915|3 ( 39-42 )|blau|PUMA|10.09|1|7|13.0|1|2017-10-01|A|3.0
21915|4 ( 43-46 )|blau|PUMA|10.09|1|7|13.0|18|2017-10-01|A|4.0
21918|2XL|schwarz|adidas|44.38|1|7|8.0|1|2017-10-01|C|
21918|M|schwarz|adidas|44.38|1|7|8.0|1|2017-10-01|C|
21918|S|schwarz|adidas|44.38|1|7|8.0|2|2017-10-01|C|
21921|S|khaki|Nike|44.38|9|10|25.0|1|2017-10-01|C|
21924|40 2/3|weiss|adidas|126.93|9|18|32.0|1|2017-10-01|S|2.0
21924|42 2/3|weiss|adidas|126.93|9|18|32.0|1|2017-10-01|S|3.0
21925|12 (41-45)|gruen|Hummel|12.63|1|7|13.0|4|2017-10-01|A|3.0
21936|2XL|rot|adidas|50.73|1|7|20.0|1|2017-10-01|C|
21936|S|rot|adidas|50.73|1|7|20.0|1|2017-10-01|C|
21945|L|weiss|Nike|88.83|15|16||1|2017-10-01||
21945|S|weiss|Nike|88.83|15|16||1|2017-10-01||
21945|XL|weiss|Nike|88.83|15|16||1|2017-10-01||
21956|XL|rot|Nike|44.38|15|33||1|2017-10-01||
21963|M ( 38/40 )|rot|Nike|31.68|1|7|8.0|1|2017-10-01|C|
21967|XL ( 158-170 )|rot|Nike|31.68|1|7|22.0|1|2017-11-22|C|
21969|L|grau|Nike|44.38|9|10|14.0|3|2017-12-12|C|
21969|M|grau|Nike|44.38|9|10|14.0|2|2017-12-12|C|
21969|S|grau|Nike|44.38|9|10|14.0|1|2017-12-12|C|
21973|164/176|blau|Jako|31.68|15|33||6|2017-10-01||
21974|L ( 42-46 )|schwarz|Sport2000|10.09|9|10|11.0|20|2017-10-01|A|4.0
21974|M ( 38-42 )|schwarz|Sport2000|10.09|9|10|11.0|9|2017-10-01|A|3.0
21974|S ( 34-38 )|schwarz|Sport2000|10.09|9|10|11.0|1|2017-10-01|A|1.0
21974|XL (46-50 )|schwarz|Sport2000|10.09|9|10|11.0|1|2017-10-01|A|6.0
21975|S|gruen|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
21975|XL|gruen|PUMA|50.73|1|7|14.0|1|2017-10-01|C|
21976|42,5|grau|Jordan|44.38|9|18|32.0|1|2017-10-01|S|3.0
21980|2XL|schwarz|adidas|63.43|1|7|14.0|3|2017-10-01|C|
21980|L|schwarz|adidas|63.43|1|7|14.0|2|2017-10-01|C|
21980|M|schwarz|adidas|63.43|1|7|14.0|2|2017-10-01|C|
21980|S|schwarz|adidas|63.43|1|7|14.0|3|2017-10-01|C|
21980|XL|schwarz|adidas|63.43|1|7|14.0|3|2017-10-01|C|
21986|35,5|rot|Nike|69.78|1|37|5.0|1|2017-10-01|S|0.0
21986|38,5|rot|Nike|69.78|1|37|5.0|3|2017-10-01|S|1.0
21988|M|blau|Nike|44.38|1|7|21.0|1|2017-10-01|C|
21990|XL|blau|Jako|57.08|1|7|16.0|1|2017-10-01|C|
21995|128|schwarz|adidas|16.44|1|7|21.0|1|2017-10-01|C|
21995|140|schwarz|adidas|16.44|1|7|21.0|1|2017-10-01|C|
21995|152|schwarz|adidas|16.44|1|7|21.0|1|2017-10-01|C|
21995|164|schwarz|adidas|16.44|1|7|21.0|3|2017-10-01|C|
21996|L ( 152-158 )|blau|Nike|18.98|1|7|25.0|5|2017-10-01|C|
21996|M ( 140-152 )|blau|Nike|18.98|1|7|25.0|1|2017-10-01|C|
21996|XL ( 158-170 )|blau|Nike|18.98|1|7|25.0|17|2017-10-01|C|
21996|XS ( 116-128 )|blau|Nike|18.98|1|7|25.0|2|2017-10-01|C|
21999|L|gelb|Nike|50.73|1|7|14.0|3|2017-10-01|C|
21999|M|gelb|Nike|50.73|1|7|14.0|4|2017-10-01|C|
21999|S|gelb|Nike|50.73|1|7|14.0|2|2017-10-01|C|
22000|L ( 42-46 )|rot|Nike|12.63|1|7|13.0|1|2017-10-01|A|4.0
22000|XS ( 30-34 )|rot|Nike|12.63|1|7|13.0|1|2017-10-01|A|0.0
22004|M|weiss|adidas|63.43|1|7|21.0|1|2017-10-01|C|
22008|M|blau|adidas|50.73|1|7|16.0|1|2017-10-01|C|
22012|L ( 42-46 )|weiss|Nike|8.82|1|7|12.0|14|2017-10-01|A|4.0
22012|S ( 34-38 )|weiss|Nike|8.82|1|7|12.0|18|2017-10-01|A|1.0
22019|39|gruen|Nike|95.18|1|2|39.0|1|2017-10-01|S|2.0
22019|42|gruen|Nike|95.18|1|2|39.0|1|2017-10-01|S|3.0
22021|2XL|blau|Nike|44.38|15|33||1|2017-10-01||
22021|L|blau|Nike|44.38|15|33||1|2017-10-01||
22021|M|blau|Nike|44.38|15|33||2|2017-10-01||
22021|XL|blau|Nike|44.38|15|33||1|2017-10-01||
22022|43|schwarz|Nike|279.33|1|2|4.0|3|2018-01-24||
22022|44,5|schwarz|Nike|279.33|1|2|4.0|2|2018-01-24||
22022|45|schwarz|Nike|279.33|1|2|4.0|1|2018-01-24||
22022|45,5|schwarz|Nike|279.33|1|2|4.0|1|2018-01-24||
22022|46|schwarz|Nike|279.33|1|2|4.0|2|2018-01-24||
22024|38,5|rosa|Nike|101.53|9|36|32.0|1|2017-10-01|S|1.0
22026|128|weiss|PUMA|18.98|1|7|21.0|1|2017-10-01|C|
22030|152|blau|adidas|25.33|1|7|21.0|2|2017-10-01|C|
22030|164|blau|adidas|25.33|1|7|21.0|3|2017-10-01|C|
22033|L|rot|Nike|57.08|9|10|42.0|1|2017-10-01|C|
22037|5 ( 43-46 )|lila|Jako|10.09|1|7|13.0|1|2017-10-01|A|4.0
22051|2XL|tuerkis|Hummel|25.33|1|7|21.0|1|2017-10-01|C|
22051|L|tuerkis|Hummel|25.33|1|7|21.0|1|2017-10-01|C|
22051|M|tuerkis|Hummel|25.33|1|7|21.0|2|2017-10-01|C|
22051|XL|tuerkis|Hummel|25.33|1|7|21.0|1|2017-10-01|C|
22052|40,5|grau|Nike|126.93|9|18|32.0|1|2017-10-01|S|2.0
22053|2XL|rot|adidas|25.33|1|7|25.0|1|2017-10-24|C|
22053|L|rot|adidas|25.33|1|7|25.0|2|2017-10-24|C|
22053|S|rot|adidas|25.33|1|7|25.0|2|2017-10-24|C|
22053|XL|rot|adidas|25.33|1|7|25.0|1|2017-10-24|C|
22054|40|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|2.0
22054|41|schwarz|Nike|215.83|1|2|3.0|2|2017-10-01|S|3.0
22054|42,5|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
22054|43|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|3.0
22054|44|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
22054|44,5|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
22054|45|schwarz|Nike|215.83|1|2|3.0|3|2017-10-01|S|4.0
22054|45,5|schwarz|Nike|215.83|1|2|3.0|1|2017-10-01|S|4.0
22059|3 ( 40-42 )|schwarz|adidas|31.68|1|7|11.0|2|2018-01-17|A|3.0
22059|4 ( 43-45 )|schwarz|adidas|31.68|1|7|11.0|1|2018-01-17|A|4.0
22063|116|blau|adidas|18.98|1|7|21.0|1|2017-10-01|C|
22063|128|blau|adidas|18.98|1|7|21.0|1|2017-10-01|C|
22063|140|blau|adidas|18.98|1|7|21.0|1|2017-10-01|C|
22063|152|blau|adidas|18.98|1|7|21.0|1|2017-10-01|C|
22063|164|blau|adidas|18.98|1|7|21.0|1|2017-10-01|C|
22067|40,5|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|2.0
22067|42,5|rot|Nike|114.23|1|2|5.0|3|2017-10-01|S|3.0
22067|43|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|3.0
22067|44|rot|Nike|114.23|1|2|5.0|4|2017-10-01|S|4.0
22067|44,5|rot|Nike|114.23|1|2|5.0|3|2017-10-01|S|4.0
22067|45,5|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|4.0
22067|46|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|4.0
22067|47|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|5.0
22067|47,5|rot|Nike|114.23|1|2|5.0|1|2017-10-01|S|5.0
22069|L|pink|Nike|63.43|1|7|21.0|2|2017-10-01|C|
22069|M|pink|Nike|63.43|1|7|21.0|3|2017-10-01|C|
22069|XL|pink|Nike|63.43|1|7|21.0|1|2017-10-01|C|
22070|152|orange|adidas|38.03|1|7|28.0|2|2017-10-01|C|
22070|164|orange|adidas|38.03|1|7|28.0|2|2017-10-01|C|
22071|L ( 152-158 )|schwarz|Nike|25.33|15|16||1|2017-10-01||
22071|M ( 140-152 )|schwarz|Nike|25.33|15|16||1|2017-10-01||
22073|L|blau|Jako|38.03|15|33||1|2017-10-01||
22073|M|blau|Jako|38.03|15|33||1|2017-10-01||
22073|S|blau|Jako|38.03|15|33||1|2017-10-01||
22074|L|weiss|Nike|38.03|1|7|21.0|1|2017-10-01|C|
22074|M|weiss|Nike|38.03|1|7|21.0|1|2017-10-01|C|
22074|S|weiss|Nike|38.03|1|7|21.0|1|2017-10-01|C|
22076|M ( 140-152 )|schwarz|Nike|31.68|1|7|21.0|1|2017-10-01|C|
22079|38,5|blau|Nike|88.83|1|37|39.0|2|2017-10-01|S|1.0
22080|2XL|weiss|adidas|25.33|1|7|25.0|1|2017-10-24|C|
22080|L|weiss|adidas|25.33|1|7|25.0|3|2017-10-24|C|
22080|M|weiss|adidas|25.33|1|7|25.0|4|2017-10-24|C|
22080|S|weiss|adidas|25.33|1|7|25.0|1|2017-10-24|C|
22080|XL|weiss|adidas|25.33|1|7|25.0|2|2017-10-24|C|
22081|L|schwarz|adidas|50.73|1|7|14.0|1|2017-10-25|C|
22081|M|schwarz|adidas|50.73|1|7|14.0|2|2017-10-25|C|
22082|M|schwarz|PUMA|139.63|1|7|26.0|1|2017-10-01|C|
22084|M|gruen|Nike|101.53|9|10|35.0|5|2017-12-05|C|
22085|L|blau|Nike|82.48|1|7|22.0|2|2017-10-01|C|
22085|M|blau|Nike|82.48|1|7|22.0|1|2017-10-01|C|
22085|S|blau|Nike|82.48|1|7|22.0|1|2017-10-01|C|
22085|XL|blau|Nike|82.48|1|7|22.0|1|2017-10-01|C|
22096|36|rot|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
22096|36,5|rot|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
22096|37,5|rot|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
22096|38,5|rot|Nike|69.78|1|37|5.0|1|2017-10-01|S|1.0
22100|35 - 38|schwarz|adidas|15.17|9|10|11.0|15|2017-10-01|A|1.0
22100|39 - 42|schwarz|adidas|15.17|9|10|11.0|25|2017-10-01|A|3.0
22100|43 - 46|schwarz|adidas|15.17|9|10|11.0|30|2017-10-01|A|4.0
22102|L|schwarz|Sport2000|69.78|15|33||3|2017-10-01||
22102|M|schwarz|Sport2000|69.78|15|33||4|2017-10-01||
22102|XL|schwarz|Sport2000|69.78|15|33||1|2017-10-01||
22103|40,5|schwarz|Nike|171.38|9|36|32.0|1|2017-10-01|S|2.0
22103|41|schwarz|Nike|171.38|9|36|32.0|1|2017-10-01|S|3.0
22108|3 ( 39-42 )|weiss|PUMA|12.63|1|7|11.0|1|2017-10-01|A|3.0
22108|4 ( 43-46 )|weiss|PUMA|12.63|1|7|11.0|7|2017-10-01|A|4.0
22112|L|schwarz|Erima|57.08|1|7|16.0|1|2017-10-01|C|
22114|38,5|schwarz|Nike|120.58|9|36|32.0|1|2017-10-01|S|1.0
22114|40|schwarz|Nike|120.58|9|36|32.0|1|2017-10-01|S|2.0
22122|45,5|gelb|Under Armour|82.48|1|2|3.0|1|2017-10-01|S|4.0
22124|42|weiss|Nike|361.88|1|2|4.0|1|2017-10-01||
22127|37 1/3|schwarz|adidas|50.73|1|37|3.0|2|2017-10-01|S|1.0
22128|2 ( 37-39 )|gruen|adidas|10.09|1|7|13.0|2|2017-10-01|A|1.0
22128|3 ( 40-42 )|gruen|adidas|10.09|1|7|13.0|5|2017-10-01|A|3.0
22128|4 ( 43-45 )|gruen|adidas|10.09|1|7|13.0|11|2017-10-01|A|4.0
22128|5 ( 46-48 )|gruen|adidas|10.09|1|7|13.0|3|2017-10-01|A|5.0
22129|M ( 38/40 )|schwarz|Nike|145.98|9|10|22.0|2|2017-10-01|C|
22130|M ( 38-42 )|blau|Nike|12.63|1|7|13.0|1|2017-10-01|A|3.0
22132|XL|schwarz|Nike|44.38|1|7|8.0|3|2017-10-01|C|
22136|38,5|schwarz|Nike|165.03|1|2|3.0|1|2017-10-01|S|1.0
22136|40|schwarz|Nike|165.03|1|2|3.0|1|2017-10-01|S|2.0
22138|M|blau|Hummel|18.98|1|7|8.0|1|2017-10-01|C|
22139|40|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|2.0
22139|40,5|schwarz|Nike|114.23|1|2|6.0|2|2017-10-01|S|2.0
22139|41|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|3.0
22139|42|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|3.0
22139|42,5|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|3.0
22139|43|schwarz|Nike|114.23|1|2|6.0|2|2017-10-01|S|3.0
22139|44|schwarz|Nike|114.23|1|2|6.0|1|2017-10-01|S|4.0
