ps|all|Cluster_5|Cluster_9|remain5|remain9
20365 - 44|5|1|1|0.8|0.8
20365 - 44 2/3|4|1|1|0.75|0.75
20370 - L|19|1|1|0.947368421052632|0.947368421052632
20370 - M|16|1|1|0.9375|0.9375
20370 - S|7|1|1|0.857142857142857|0.857142857142857
20370 - XL|10|1|1|0.9|0.9
20381 - L ( 40/42 )|6|1|1|0.833333333333333|0.833333333333333
20386 - 2XL|6|1|1|0.833333333333333|0.833333333333333
20386 - L|8|11|123|-0.375|-14.375
20386 - M|14|1|1|0.928571428571429|0.928571428571429
20386 - XL|8|1|1|0.875|0.875
20387 - L|9|1|1|0.888888888888889|0.888888888888889
20387 - XL|7|1|1|0.857142857142857|0.857142857142857
20388 - 44|4|1|1|0.75|0.75
20390 - L|9|1|1|0.888888888888889|0.888888888888889
20390 - M|13|1|1|0.923076923076923|0.923076923076923
20390 - S|6|1|1|0.833333333333333|0.833333333333333
20392 - L|28|1|1|0.964285714285714|0.964285714285714
20392 - M|48|1|1|0.979166666666667|0.979166666666667
20392 - S|27|1|1|0.962962962962963|0.962962962962963
20400 - M|10|1|1|0.9|0.9
20401 - M|16|1|1|0.9375|0.9375
20401 - XL|5|1|1|0.8|0.8
20405 - 42,5|4|1|1|0.75|0.75
20405 - 43|6|1|1|0.833333333333333|0.833333333333333
20405 - 44|4|1|1|0.75|0.75
20405 - 44,5|9|1|1|0.888888888888889|0.888888888888889
20422 - 140|29|1|1|0.96551724137931|0.96551724137931
20422 - 152|29|1|1|0.96551724137931|0.96551724137931
20422 - 164|36|1|1|0.972222222222222|0.972222222222222
20422 - 176|32|1|1|0.96875|0.96875
20443 - 40|12|1|1|0.916666666666667|0.916666666666667
20443 - 40,5|18|1|1|0.944444444444444|0.944444444444444
20443 - 42,5|22|1|1|0.954545454545455|0.954545454545455
20443 - 43|22|1|1|0.954545454545455|0.954545454545455
20443 - 44|24|1|1|0.958333333333333|0.958333333333333
20443 - 44,5|26|1|1|0.961538461538462|0.961538461538462
20443 - 45|19|1|1|0.947368421052632|0.947368421052632
20443 - 45,5|15|1|1|0.933333333333333|0.933333333333333
20443 - 47|15|1|1|0.933333333333333|0.933333333333333
20443 - 47,5|12|1|1|0.916666666666667|0.916666666666667
20445 - M ( 38/40 )|7|1|1|0.857142857142857|0.857142857142857
20450 - 2XL|4|1|1|0.75|0.75
20450 - L|24|1|1|0.958333333333333|0.958333333333333
20450 - M|30|1|1|0.966666666666667|0.966666666666667
20450 - S|19|1|1|0.947368421052632|0.947368421052632
20450 - XL|10|1|1|0.9|0.9
20454 - 164|6|1|1|0.833333333333333|0.833333333333333
20456 - L ( 42-46 )|37|1|1|0.972972972972973|0.972972972972973
20456 - M ( 38-42 )|34|1|1|0.970588235294118|0.970588235294118
20456 - S ( 34-38 )|12|1|1|0.916666666666667|0.916666666666667
20456 - XL (46-50 )|11|1|1|0.909090909090909|0.909090909090909
20463 - 2XL|5|1|1|0.8|0.8
20463 - L|27|1|1|0.962962962962963|0.962962962962963
20463 - M|40|1|1|0.975|0.975
20463 - S|9|1|1|0.888888888888889|0.888888888888889
20463 - XL|14|1|1|0.928571428571429|0.928571428571429
20470 - M|44|1|1|0.977272727272727|0.977272727272727
20470 - S|14|1|1|0.928571428571429|0.928571428571429
20470 - XL|16|1|1|0.9375|0.9375
20476 - 42,5|4|1|1|0.75|0.75
20476 - 44|6|3|3|0.5|0.5
20482 - L|21|1|1|0.952380952380952|0.952380952380952
20482 - M|37|1|1|0.972972972972973|0.972972972972973
20482 - S|12|1|1|0.916666666666667|0.916666666666667
20497 - L|19|1|1|0.947368421052632|0.947368421052632
20497 - M|22|1|1|0.954545454545455|0.954545454545455
20497 - XL|12|1|1|0.916666666666667|0.916666666666667
20505 - 2XL|22|1|1|0.954545454545455|0.954545454545455
20505 - L|94|1|1|0.98936170212766|0.98936170212766
20505 - M|85|1|1|0.988235294117647|0.988235294117647
20505 - S|36|1|1|0.972222222222222|0.972222222222222
20505 - XL|67|1|1|0.985074626865672|0.985074626865672
20507 - 43|4|1|1|0.75|0.75
20507 - 44|5|1|1|0.8|0.8
20512 - 39|7|1|1|0.857142857142857|0.857142857142857
20512 - 40|10|1|1|0.9|0.9
20514 - 44,5|12|1|1|0.916666666666667|0.916666666666667
20514 - 45|9|1|1|0.888888888888889|0.888888888888889
20514 - 45,5|7|1|1|0.857142857142857|0.857142857142857
20529 - 2XL|18|1|1|0.944444444444444|0.944444444444444
20529 - M|37|1|1|0.972972972972973|0.972972972972973
20529 - S|29|1|1|0.96551724137931|0.96551724137931
20529 - XL|18|1|1|0.944444444444444|0.944444444444444
20536 - L|26|1|1|0.961538461538462|0.961538461538462
20536 - M|16|1|1|0.9375|0.9375
20536 - S|16|1|1|0.9375|0.9375
20540 - 44 2/3|12|1|1|0.916666666666667|0.916666666666667
20540 - 46|4|1|1|0.75|0.75
20548 - L|17|1|1|0.941176470588235|0.941176470588235
20548 - M|19|1|1|0.947368421052632|0.947368421052632
20548 - S|6|1|1|0.833333333333333|0.833333333333333
20550 - M|7|1|1|0.857142857142857|0.857142857142857
20550 - S|5|1|1|0.8|0.8
20556 - M ( 140-152 )|5|1|1|0.8|0.8
20557 - 40 2/3|4|1|1|0.75|0.75
20557 - 42 2/3|9|1|1|0.888888888888889|0.888888888888889
20557 - 43 1/3|12|1|1|0.916666666666667|0.916666666666667
20557 - 44 2/3|9|1|1|0.888888888888889|0.888888888888889
20557 - 45 1/3|6|1|1|0.833333333333333|0.833333333333333
20557 - 46|4|1|1|0.75|0.75
20567 - 164/176|31|1|1|0.967741935483871|0.967741935483871
20570 - L|6|1|1|0.833333333333333|0.833333333333333
20578 - M|15|1|1|0.933333333333333|0.933333333333333
20578 - S|10|1|1|0.9|0.9
20579 - 2XL|62|1|1|0.983870967741935|0.983870967741935
20579 - L|111|123|123|-0.108108108108108|-0.108108108108108
20579 - M|110|1|1|0.990909090909091|0.990909090909091
20579 - S|35|1|1|0.971428571428571|0.971428571428571
20579 - XL|92|2|2|0.978260869565217|0.978260869565217
20581 - 40,5|8|3|46|0.625|-4.75
20581 - 41|11|3|3|0.727272727272727|0.727272727272727
20581 - 42|11|3|3|0.727272727272727|0.727272727272727
20581 - 42,5|18|3|3|0.833333333333333|0.833333333333333
20581 - 43|18|2|3|0.888888888888889|0.833333333333333
20581 - 44|15|3|3|0.8|0.8
20581 - 44,5|10|3|3|0.7|0.7
20581 - 45|16|2|1|0.875|0.9375
20581 - 45,5|12|2|3|0.833333333333333|0.75
20581 - 46|5|2|1|0.6|0.8
20581 - 47,5|7|2|1|0.714285714285714|0.857142857142857
20582 - XL ( 158-170 )|18|1|1|0.944444444444444|0.944444444444444
20590 - 2XL|8|2|1|0.75|0.875
20590 - L|14|2|1|0.857142857142857|0.928571428571429
20590 - M|21|6|4|0.714285714285714|0.80952380952381
20590 - XL|15|6|4|0.6|0.733333333333333
20604 - 2XL|5|1|1|0.8|0.8
20605 - L ( 152-158 )|59|1|1|0.983050847457627|0.983050847457627
20605 - XL ( 158-170 )|55|1|1|0.981818181818182|0.981818181818182
20609 - L ( 42-46 )|6|1|1|0.833333333333333|0.833333333333333
20609 - M ( 38-42 )|4|1|1|0.75|0.75
20614 - 39|10|1|1|0.9|0.9
20614 - 41|11|1|1|0.909090909090909|0.909090909090909
20614 - 42|17|1|1|0.941176470588235|0.941176470588235
20614 - 42,5|12|1|1|0.916666666666667|0.916666666666667
20614 - 43|18|1|1|0.944444444444444|0.944444444444444
20614 - 44|6|1|1|0.833333333333333|0.833333333333333
20614 - 44,5|17|1|1|0.941176470588235|0.941176470588235
20614 - 45|15|1|1|0.933333333333333|0.933333333333333
20614 - 45,5|8|1|1|0.875|0.875
20614 - 46|10|1|1|0.9|0.9
20614 - 47|8|1|1|0.875|0.875
20622 - L|6|1|1|0.833333333333333|0.833333333333333
20622 - M|9|1|1|0.888888888888889|0.888888888888889
20624 - 42|4|1|1|0.75|0.75
20627 - L|10|1|1|0.9|0.9
20627 - M|11|1|1|0.909090909090909|0.909090909090909
20641 - 41|6|1|1|0.833333333333333|0.833333333333333
20641 - 44|28|1|1|0.964285714285714|0.964285714285714
20641 - 44,5|25|1|1|0.96|0.96
20648 - 36,5|7|1|1|0.857142857142857|0.857142857142857
20649 - L|23|1|1|0.956521739130435|0.956521739130435
20649 - M|26|1|1|0.961538461538462|0.961538461538462
20649 - S|6|1|1|0.833333333333333|0.833333333333333
20659 - M|26|1|1|0.961538461538462|0.961538461538462
20659 - XL|11|1|1|0.909090909090909|0.909090909090909
20670 - 38 2/3|4|1|1|0.75|0.75
20683 - L|23|1|1|0.956521739130435|0.956521739130435
20683 - M|27|1|1|0.962962962962963|0.962962962962963
20683 - S|23|1|1|0.956521739130435|0.956521739130435
20683 - XL|11|1|1|0.909090909090909|0.909090909090909
20685 - M|14|1|1|0.928571428571429|0.928571428571429
20685 - S|7|1|1|0.857142857142857|0.857142857142857
20686 - 2XL|9|1|1|0.888888888888889|0.888888888888889
20686 - L|10|1|1|0.9|0.9
20686 - M|13|1|1|0.923076923076923|0.923076923076923
20686 - S|7|1|1|0.857142857142857|0.857142857142857
20693 - 164|5|1|1|0.8|0.8
20696 - 44|4|1|1|0.75|0.75
20696 - 44,5|10|1|1|0.9|0.9
20697 - 37,5|6|1|1|0.833333333333333|0.833333333333333
20697 - 38|6|1|1|0.833333333333333|0.833333333333333
20697 - 38,5|10|1|1|0.9|0.9
20705 - 39|17|1|1|0.941176470588235|0.941176470588235
20705 - 40|11|1|1|0.909090909090909|0.909090909090909
20705 - 40,5|9|1|1|0.888888888888889|0.888888888888889
20705 - 42|18|1|1|0.944444444444444|0.944444444444444
20705 - 42,5|22|1|1|0.954545454545455|0.954545454545455
20705 - 43|28|1|1|0.964285714285714|0.964285714285714
20705 - 44|24|1|1|0.958333333333333|0.958333333333333
20705 - 44,5|22|1|1|0.954545454545455|0.954545454545455
20705 - 45|26|1|1|0.961538461538462|0.961538461538462
20705 - 45,5|16|1|1|0.9375|0.9375
20705 - 47,5|9|1|1|0.888888888888889|0.888888888888889
20709 - L ( 42-46 )|116|2|3|0.982758620689655|0.974137931034483
20709 - M ( 38-42 )|108|1|1|0.990740740740741|0.990740740740741
20709 - S ( 34-38 )|33|1|1|0.96969696969697|0.96969696969697
20709 - XL (46-50 )|44|3|2|0.931818181818182|0.954545454545455
20714 - L|4|1|1|0.75|0.75
20714 - M|5|1|1|0.8|0.8
20714 - XL|4|1|1|0.75|0.75
20719 - 140|4|1|1|0.75|0.75
20719 - 152|8|1|1|0.875|0.875
20719 - 164|6|1|1|0.833333333333333|0.833333333333333
20728 - 3 ( 40-42 )|10|1|1|0.9|0.9
20728 - 4 ( 43-45 )|17|1|1|0.941176470588235|0.941176470588235
20728 - 5 ( 46-48 )|7|1|1|0.857142857142857|0.857142857142857
20730 - 41|4|1|1|0.75|0.75
20734 - M|20|1|1|0.95|0.95
20734 - S|12|1|1|0.916666666666667|0.916666666666667
20745 - L|27|1|1|0.962962962962963|0.962962962962963
20748 - 2XL|45|1|1|0.977777777777778|0.977777777777778
20748 - L|95|1|1|0.989473684210526|0.989473684210526
20748 - M|99|1|1|0.98989898989899|0.98989898989899
20748 - S|72|1|1|0.986111111111111|0.986111111111111
20748 - XL|66|1|1|0.984848484848485|0.984848484848485
20753 - M|6|1|1|0.833333333333333|0.833333333333333
20753 - S|5|1|1|0.8|0.8
20763 - S ( 34-38 )|7|1|1|0.857142857142857|0.857142857142857
20764 - 35|4|1|1|0.75|0.75
20764 - 37 1/3|4|1|1|0.75|0.75
20764 - 38 2/3|6|1|1|0.833333333333333|0.833333333333333
20767 - 39|4|1|1|0.75|0.75
20771 - M|9|1|1|0.888888888888889|0.888888888888889
20786 - L|9|1|1|0.888888888888889|0.888888888888889
20786 - M|7|1|1|0.857142857142857|0.857142857142857
20794 - 4 ( 43-46 )|17|1|1|0.941176470588235|0.941176470588235
20802 - 42|11|1|1|0.909090909090909|0.909090909090909
20802 - 42,5|6|1|1|0.833333333333333|0.833333333333333
20802 - 43|10|1|1|0.9|0.9
20802 - 44|10|1|1|0.9|0.9
20802 - 44,5|6|1|1|0.833333333333333|0.833333333333333
20802 - 45,5|5|1|1|0.8|0.8
20802 - 47|6|1|1|0.833333333333333|0.833333333333333
20803 - L|24|1|1|0.958333333333333|0.958333333333333
20803 - XL|7|1|1|0.857142857142857|0.857142857142857
20810 - L|6|1|1|0.833333333333333|0.833333333333333
20810 - M|11|1|1|0.909090909090909|0.909090909090909
20815 - L|4|1|1|0.75|0.75
20816 - 41|8|1|1|0.875|0.875
20816 - 42|10|1|1|0.9|0.9
20816 - 42,5|4|1|1|0.75|0.75
20816 - 43|7|1|1|0.857142857142857|0.857142857142857
20816 - 44|11|1|1|0.909090909090909|0.909090909090909
20816 - 45|4|1|1|0.75|0.75
20816 - 45,5|6|1|1|0.833333333333333|0.833333333333333
20816 - 46|9|1|1|0.888888888888889|0.888888888888889
20825 - M ( 38-42 )|36|1|1|0.972222222222222|0.972222222222222
20827 - M ( 38/40 )|6|1|1|0.833333333333333|0.833333333333333
20828 - 2XL|21|1|1|0.952380952380952|0.952380952380952
20828 - L|56|77|77|-0.375|-0.375
20828 - M|53|77|77|-0.452830188679245|-0.452830188679245
20828 - S|28|1|1|0.964285714285714|0.964285714285714
20828 - XL|42|32|19|0.238095238095238|0.547619047619048
20840 - L ( 152-158 )|4|1|1|0.75|0.75
20840 - XL ( 158-170 )|10|1|1|0.9|0.9
20851 - 45 1/3|10|18|19|-0.8|-0.9
20852 - L|17|1|1|0.941176470588235|0.941176470588235
20852 - M|10|1|1|0.9|0.9
20852 - S|4|1|1|0.75|0.75
20852 - XL|9|1|1|0.888888888888889|0.888888888888889
20860 - L ( 42-46 )|56|123|123|-1.19642857142857|-1.19642857142857
20860 - M ( 38-42 )|30|1|1|0.966666666666667|0.966666666666667
20860 - S ( 34-38 )|8|1|1|0.875|0.875
20860 - XL (46-50 )|17|1|1|0.941176470588235|0.941176470588235
20864 - M|9|1|1|0.888888888888889|0.888888888888889
20866 - L|48|1|1|0.979166666666667|0.979166666666667
20866 - M|50|1|1|0.98|0.98
20866 - S|31|1|1|0.967741935483871|0.967741935483871
20866 - XL|21|1|1|0.952380952380952|0.952380952380952
20870 - S|12|1|1|0.916666666666667|0.916666666666667
20891 - 37,5|9|1|1|0.888888888888889|0.888888888888889
20891 - 38|7|1|1|0.857142857142857|0.857142857142857
20891 - 38,5|16|1|1|0.9375|0.9375
20895 - 42,5|10|1|1|0.9|0.9
20895 - 43|22|1|1|0.954545454545455|0.954545454545455
20895 - 44|20|1|1|0.95|0.95
20895 - 44,5|13|1|1|0.923076923076923|0.923076923076923
20895 - 45|10|1|1|0.9|0.9
20895 - 46|5|1|1|0.8|0.8
20898 - L|19|1|1|0.947368421052632|0.947368421052632
20898 - M|23|1|1|0.956521739130435|0.956521739130435
20900 - L ( 42-46 )|66|1|1|0.984848484848485|0.984848484848485
20900 - M ( 38-42 )|52|1|1|0.980769230769231|0.980769230769231
20900 - S ( 34-38 )|18|1|1|0.944444444444444|0.944444444444444
20905 - 41|5|1|1|0.8|0.8
20909 - 01 Junior|13|1|1|0.923076923076923|0.923076923076923
20909 - 02 Senior|48|1|1|0.979166666666667|0.979166666666667
20912 - XL|17|1|1|0.941176470588235|0.941176470588235
20914 - M|4|1|1|0.75|0.75
20914 - S|6|1|1|0.833333333333333|0.833333333333333
20926 - 4 ( 43-45 )|4|1|1|0.75|0.75
20927 - L|8|1|1|0.875|0.875
20927 - M|9|1|1|0.888888888888889|0.888888888888889
20931 - S|6|1|1|0.833333333333333|0.833333333333333
20937 - 40|4|1|1|0.75|0.75
20937 - 42,5|4|1|1|0.75|0.75
20946 - L|19|1|1|0.947368421052632|0.947368421052632
20946 - M|13|1|1|0.923076923076923|0.923076923076923
20946 - S|8|1|1|0.875|0.875
20946 - XL|5|1|1|0.8|0.8
20952 - L ( 152-158 )|13|1|1|0.923076923076923|0.923076923076923
20952 - M ( 140-152 )|5|1|1|0.8|0.8
20952 - XL ( 158-170 )|12|1|1|0.916666666666667|0.916666666666667
20969 - 10 (36-40)|6|1|1|0.833333333333333|0.833333333333333
20969 - 12 (41-45)|9|1|1|0.888888888888889|0.888888888888889
20970 - 3XL|6|1|1|0.833333333333333|0.833333333333333
20970 - L|53|1|1|0.981132075471698|0.981132075471698
20970 - M|65|1|1|0.984615384615385|0.984615384615385
20970 - S|27|1|1|0.962962962962963|0.962962962962963
20970 - XL|21|1|1|0.952380952380952|0.952380952380952
20973 - 3 (35-38 )|4|1|1|0.75|0.75
20973 - 4 ( 39-42 )|11|1|1|0.909090909090909|0.909090909090909
20973 - 5 ( 43-46 )|17|1|1|0.941176470588235|0.941176470588235
20981 - 2 ( 37-39 )|63|123|3|-0.952380952380952|0.952380952380952
20981 - 4 ( 43-45 )|53|123|123|-1.32075471698113|-1.32075471698113
20993 - L ( 152-158 )|6|1|1|0.833333333333333|0.833333333333333
20998 - 2XL|5|1|1|0.8|0.8
20998 - L|16|1|1|0.9375|0.9375
20998 - M|25|1|1|0.96|0.96
20998 - S|10|1|1|0.9|0.9
20998 - XL|8|1|1|0.875|0.875
21002 - M|6|1|1|0.833333333333333|0.833333333333333
21017 - 42|4|2|3|0.5|0.25
21017 - 42,5|10|3|9|0.7|0.1
21017 - 43|19|3|3|0.842105263157895|0.842105263157895
21017 - 44,5|12|2|3|0.833333333333333|0.75
21017 - 45|12|3|9|0.75|0.25
21017 - 45,5|11|3|9|0.727272727272727|0.181818181818182
21018 - 46|7|1|1|0.857142857142857|0.857142857142857
21025 - L|5|1|1|0.8|0.8
21025 - M|4|1|1|0.75|0.75
21028 - 41 1/3|4|1|1|0.75|0.75
21030 - L ( 42-46 )|32|1|1|0.96875|0.96875
21030 - M ( 38-42 )|23|1|1|0.956521739130435|0.956521739130435
21030 - XL (46-50 )|5|1|1|0.8|0.8
21033 - 152|7|1|1|0.857142857142857|0.857142857142857
21041 - L|13|1|1|0.923076923076923|0.923076923076923
21041 - M|11|1|1|0.909090909090909|0.909090909090909
21041 - XL|7|1|1|0.857142857142857|0.857142857142857
21045 - L|4|1|1|0.75|0.75
21062 - L ( 152-158 )|7|1|1|0.857142857142857|0.857142857142857
21062 - XL ( 158-170 )|22|1|1|0.954545454545455|0.954545454545455
21068 - 3 ( 40-42 )|9|1|1|0.888888888888889|0.888888888888889
21068 - 4 ( 43-45 )|13|1|1|0.923076923076923|0.923076923076923
21068 - 5 ( 46-48 )|6|1|1|0.833333333333333|0.833333333333333
21076 - 36|7|1|1|0.857142857142857|0.857142857142857
21076 - 36,5|5|1|1|0.8|0.8
21078 - L|6|1|1|0.833333333333333|0.833333333333333
21078 - M|10|1|1|0.9|0.9
21078 - S|8|1|1|0.875|0.875
21078 - XL|7|1|1|0.857142857142857|0.857142857142857
21083 - 40|4|1|1|0.75|0.75
21083 - 41|8|1|1|0.875|0.875
21083 - 42|10|1|1|0.9|0.9
21083 - 42,5|17|1|1|0.941176470588235|0.941176470588235
21083 - 43|18|1|1|0.944444444444444|0.944444444444444
21083 - 44|16|1|1|0.9375|0.9375
21083 - 44,5|14|1|1|0.928571428571429|0.928571428571429
21083 - 45|8|1|1|0.875|0.875
21083 - 46|6|1|1|0.833333333333333|0.833333333333333
21085 - L|7|1|1|0.857142857142857|0.857142857142857
21093 - 2XL|4|1|1|0.75|0.75
21102 - L ( 152-158 )|14|1|1|0.928571428571429|0.928571428571429
21102 - M ( 140-152 )|9|1|1|0.888888888888889|0.888888888888889
21102 - XL ( 158-170 )|28|1|1|0.964285714285714|0.964285714285714
21108 - 164|4|1|1|0.75|0.75
21110 - 40|4|1|1|0.75|0.75
21110 - 42,5|4|1|1|0.75|0.75
21110 - 43|7|1|1|0.857142857142857|0.857142857142857
21110 - 44|6|1|1|0.833333333333333|0.833333333333333
21110 - 45|4|1|1|0.75|0.75
21111 - L|17|1|1|0.941176470588235|0.941176470588235
21111 - M|15|1|1|0.933333333333333|0.933333333333333
21111 - XL|8|1|1|0.875|0.875
21120 - L ( 42-46 )|73|1|1|0.986301369863014|0.986301369863014
21120 - M ( 38-42 )|59|1|1|0.983050847457627|0.983050847457627
21120 - S ( 34-38 )|17|1|1|0.941176470588235|0.941176470588235
21120 - XL (46-50 )|23|1|1|0.956521739130435|0.956521739130435
21133 - 39|5|1|1|0.8|0.8
21133 - 41|9|1|1|0.888888888888889|0.888888888888889
21133 - 42,5|10|1|1|0.9|0.9
21133 - 43|10|1|1|0.9|0.9
21133 - 44,5|7|1|1|0.857142857142857|0.857142857142857
21139 - L|14|1|1|0.928571428571429|0.928571428571429
21139 - M|12|1|1|0.916666666666667|0.916666666666667
21142 - L|4|1|1|0.75|0.75
21147 - 42|4|2|1|0.5|0.75
21147 - 43|11|2|3|0.818181818181818|0.727272727272727
21147 - 44|11|3|47|0.727272727272727|-3.27272727272727
21147 - 44,5|7|18|35|-1.57142857142857|-4
21147 - 45|6|3|3|0.5|0.5
21147 - 46|4|3|3|0.25|0.25
21151 - L|6|1|1|0.833333333333333|0.833333333333333
21151 - M|8|1|1|0.875|0.875
21151 - S|5|1|1|0.8|0.8
21153 - L|23|1|1|0.956521739130435|0.956521739130435
21153 - M|26|1|1|0.961538461538462|0.961538461538462
21160 - 116|20|1|1|0.95|0.95
21160 - 128|39|1|1|0.974358974358974|0.974358974358974
21160 - 152|112|85|12|0.241071428571429|0.892857142857143
21160 - 164|65|1|1|0.984615384615385|0.984615384615385
21170 - L|6|1|1|0.833333333333333|0.833333333333333
21170 - M|6|1|1|0.833333333333333|0.833333333333333
21170 - XL|10|1|1|0.9|0.9
21177 - L ( 40/42 )|5|1|1|0.8|0.8
21177 - M ( 38/40 )|4|1|1|0.75|0.75
21194 - 40|4|1|1|0.75|0.75
21194 - 40 2/3|5|1|1|0.8|0.8
21194 - 41 1/3|8|1|1|0.875|0.875
21194 - 42|15|1|1|0.933333333333333|0.933333333333333
21194 - 42 2/3|17|1|1|0.941176470588235|0.941176470588235
21194 - 43 1/3|20|1|3|0.95|0.85
21194 - 44|14|1|1|0.928571428571429|0.928571428571429
21194 - 44 2/3|11|1|1|0.909090909090909|0.909090909090909
21194 - 46|10|1|1|0.9|0.9
21196 - 42|4|1|1|0.75|0.75
21209 - L|4|1|1|0.75|0.75
21209 - M|8|1|1|0.875|0.875
21220 - 42|4|1|1|0.75|0.75
21224 - 40|13|1|1|0.923076923076923|0.923076923076923
21224 - 40,5|18|1|1|0.944444444444444|0.944444444444444
21224 - 41|18|1|1|0.944444444444444|0.944444444444444
21224 - 42|19|1|1|0.947368421052632|0.947368421052632
21224 - 42,5|10|1|1|0.9|0.9
21224 - 43|31|1|1|0.967741935483871|0.967741935483871
21224 - 44|26|1|1|0.961538461538462|0.961538461538462
21224 - 44,5|21|1|1|0.952380952380952|0.952380952380952
21224 - 45|14|1|1|0.928571428571429|0.928571428571429
21224 - 45,5|17|1|1|0.941176470588235|0.941176470588235
21224 - 46|9|1|1|0.888888888888889|0.888888888888889
21224 - 47|7|1|1|0.857142857142857|0.857142857142857
21225 - 2 ( 37-39 )|12|1|1|0.916666666666667|0.916666666666667
21227 - 2XL|19|1|1|0.947368421052632|0.947368421052632
21227 - L|89|1|1|0.98876404494382|0.98876404494382
21227 - M|98|1|1|0.989795918367347|0.989795918367347
21227 - S|70|1|1|0.985714285714286|0.985714285714286
21227 - XL|62|1|1|0.983870967741935|0.983870967741935
21234 - 44|6|1|1|0.833333333333333|0.833333333333333
21234 - 46|5|1|1|0.8|0.8
21245 - 42,5|5|1|1|0.8|0.8
21248 - 42|5|1|1|0.8|0.8
21248 - 42,5|5|1|1|0.8|0.8
21248 - 43|9|1|1|0.888888888888889|0.888888888888889
21248 - 44|6|1|1|0.833333333333333|0.833333333333333
21248 - 44,5|6|1|1|0.833333333333333|0.833333333333333
21248 - 45|6|1|1|0.833333333333333|0.833333333333333
21264 - 41|5|1|1|0.8|0.8
21264 - 43|9|1|1|0.888888888888889|0.888888888888889
21264 - 44|9|1|1|0.888888888888889|0.888888888888889
21264 - 44,5|7|1|1|0.857142857142857|0.857142857142857
21264 - 45|6|1|1|0.833333333333333|0.833333333333333
21264 - 45,5|6|1|1|0.833333333333333|0.833333333333333
21266 - M|7|1|1|0.857142857142857|0.857142857142857
21270 - 2XL|20|1|1|0.95|0.95
21270 - L|76|1|1|0.986842105263158|0.986842105263158
21270 - M|73|1|1|0.986301369863014|0.986301369863014
21270 - S|47|1|1|0.978723404255319|0.978723404255319
21270 - XL|55|1|1|0.981818181818182|0.981818181818182
21282 - L|67|1|1|0.985074626865672|0.985074626865672
21282 - M|100|1|1|0.99|0.99
21282 - S|77|1|1|0.987012987012987|0.987012987012987
21282 - XL|29|1|1|0.96551724137931|0.96551724137931
21282 - XS|19|1|1|0.947368421052632|0.947368421052632
21289 - 140|7|1|1|0.857142857142857|0.857142857142857
21289 - 152|12|1|1|0.916666666666667|0.916666666666667
21289 - 164|8|1|1|0.875|0.875
21291 - L ( 42-46 )|84|1|3|0.988095238095238|0.964285714285714
21291 - S ( 34-38 )|68|31|123|0.544117647058823|-0.808823529411765
21308 - 39|5|1|1|0.8|0.8
21308 - 40|4|1|1|0.75|0.75
21308 - 40,5|5|1|1|0.8|0.8
21308 - 41|7|1|1|0.857142857142857|0.857142857142857
21308 - 42|6|1|1|0.833333333333333|0.833333333333333
21308 - 42,5|9|1|1|0.888888888888889|0.888888888888889
21308 - 43|10|1|1|0.9|0.9
21308 - 44|13|1|1|0.923076923076923|0.923076923076923
21308 - 44,5|10|1|1|0.9|0.9
21308 - 45|6|1|1|0.833333333333333|0.833333333333333
21308 - 45,5|6|1|1|0.833333333333333|0.833333333333333
21308 - 46|12|1|1|0.916666666666667|0.916666666666667
21308 - 47|6|1|1|0.833333333333333|0.833333333333333
21313 - M|11|1|1|0.909090909090909|0.909090909090909
21317 - L|9|1|1|0.888888888888889|0.888888888888889
21317 - M|9|1|1|0.888888888888889|0.888888888888889
21317 - XL|6|1|1|0.833333333333333|0.833333333333333
21326 - L|10|1|1|0.9|0.9
21337 - 2XL|18|1|1|0.944444444444444|0.944444444444444
21337 - L|50|1|1|0.98|0.98
21337 - M|53|1|1|0.981132075471698|0.981132075471698
21337 - S|32|1|1|0.96875|0.96875
21337 - XL|29|1|1|0.96551724137931|0.96551724137931
21353 - 164|5|1|1|0.8|0.8
21362 - L|6|1|1|0.833333333333333|0.833333333333333
21362 - M|9|1|1|0.888888888888889|0.888888888888889
21369 - 42,5|12|1|1|0.916666666666667|0.916666666666667
21372 - 2XL|15|1|1|0.933333333333333|0.933333333333333
21372 - 3XL|12|1|1|0.916666666666667|0.916666666666667
21372 - L|38|1|1|0.973684210526316|0.973684210526316
21372 - M|42|1|1|0.976190476190476|0.976190476190476
21372 - S|19|1|1|0.947368421052632|0.947368421052632
21372 - XL|37|1|1|0.972972972972973|0.972972972972973
21377 - 41|6|1|1|0.833333333333333|0.833333333333333
21377 - 43|8|1|2|0.875|0.75
21377 - 44|6|1|1|0.833333333333333|0.833333333333333
21378 - 3 ( 39-42 )|14|1|1|0.928571428571429|0.928571428571429
21378 - 4 ( 43-46 )|21|1|1|0.952380952380952|0.952380952380952
21378 - 5 ( 47-49 )|4|1|1|0.75|0.75
21387 - 2XL|5|1|1|0.8|0.8
21387 - L|39|1|3|0.974358974358974|0.923076923076923
21387 - M|24|1|3|0.958333333333333|0.875
21387 - S|23|1|1|0.956521739130435|0.956521739130435
21387 - XL|16|1|1|0.9375|0.9375
21391 - 42,5|6|1|1|0.833333333333333|0.833333333333333
21391 - 43|6|1|1|0.833333333333333|0.833333333333333
21391 - 45,5|8|1|1|0.875|0.875
21391 - 46|5|1|1|0.8|0.8
