pid|size|startdate|wait_time|Rcr
20002|40,5|2018-01-23|8|1
20002|41|2017-10-01|43|0
20002|41|2017-11-14|10|0
20002|41|2017-11-25|1|0
20002|41|2017-11-27|65|1
20002|42,5|2017-10-01|50|0
20002|42,5|2017-11-21|3|0
20002|42,5|2017-11-25|1|0
20002|42,5|2017-11-27|0|0
20002|42,5|2017-11-28|1|0
20002|42,5|2017-11-30|4|0
20002|42,5|2017-12-05|2|0
20002|42,5|2017-12-08|3|0
20002|42,5|2017-12-12|0|0
20002|42,5|2017-12-13|24|0
20002|42,5|2018-01-07|24|1
20002|43|2017-10-01|50|0
20002|43|2017-11-21|5|0
20002|43|2017-11-27|0|0
20002|43|2017-11-28|0|0
20002|43|2017-11-29|0|0
20002|43|2017-11-30|3|0
20002|43|2017-12-04|0|0
20002|43|2017-12-05|0|0
20002|43|2017-12-06|5|0
20002|43|2017-12-12|2|0
20002|43|2017-12-15|0|0
20002|43|2017-12-16|0|0
20002|43|2017-12-17|20|0
20002|43|2018-01-07|1|0
20002|43|2018-01-09|9|0
20002|43|2018-01-19|8|0
20002|43|2018-01-28|3|1
20007|L|2017-11-22|70|0
20007|M|2017-11-22|70|1
20007|XL|2017-11-22|62|0
20007|XL|2018-01-24|7|1
20011|40|2017-10-01|56|0
20011|40|2017-11-27|65|0
20011|44 2/3|2017-10-01|36|0
20011|44 2/3|2017-11-07|5|0
20011|44 2/3|2017-11-13|13|0
20011|44 2/3|2017-11-27|36|0
20011|44 2/3|2018-01-03|21|0
20011|44 2/3|2018-01-25|6|1
20017|L|2017-10-01|7|0
20017|L|2017-10-09|22|0
20017|L|2017-11-01|5|0
20017|L|2017-11-07|4|0
20017|L|2017-11-12|32|0
20017|L|2017-12-15|29|0
20017|L|2018-01-14|17|0
20017|M|2017-10-01|7|0
20017|M|2017-10-09|22|0
20017|M|2017-11-01|10|0
20017|M|2017-11-12|11|0
20017|M|2017-11-24|3|0
20017|M|2017-11-28|7|0
20017|M|2017-12-06|21|0
20017|M|2017-12-28|20|0
20017|M|2018-01-18|13|1
20017|S|2017-10-01|2|0
20017|S|2017-10-04|0|0
20017|S|2017-10-05|10|0
20017|S|2017-10-16|14|0
20017|S|2017-10-31|0|0
20017|S|2017-11-01|3|0
20017|S|2017-11-05|6|0
20017|S|2017-11-12|15|0
20017|S|2017-11-28|11|0
20017|S|2017-12-10|3|0
20017|S|2017-12-14|6|0
20017|S|2017-12-21|15|0
20017|S|2018-01-06|25|1
20017|XL|2017-10-01|8|0
20017|XL|2017-10-10|13|0
20017|XL|2017-10-24|18|0
20017|XL|2017-11-12|15|0
20017|XL|2017-11-28|2|0
20017|XL|2017-12-01|22|0
20017|XL|2017-12-24|3|0
20017|XL|2017-12-28|34|1
20022|38/40 ( M / L )|2017-10-01|14|0
20022|38/40 ( M / L )|2017-10-16|41|0
20022|38/40 ( M / L )|2017-11-27|65|1
20023|XL|2017-10-01|36|0
20023|XL|2017-11-07|1|0
20023|XL|2017-11-09|18|0
20023|XL|2017-11-28|9|0
20023|XL|2017-12-08|10|0
20023|XL|2017-12-19|21|0
20023|XL|2018-01-10|20|0
20023|XL|2018-01-31|0|1
20025|2XL|2017-10-01|68|0
20025|2XL|2017-12-09|37|0
20025|2XL|2018-01-16|0|0
20025|2XL|2018-01-17|14|1
20025|L|2017-10-01|54|0
20025|L|2017-11-25|22|0
20025|L|2017-12-18|37|0
20025|L|2018-01-25|6|1
20025|M|2017-10-01|4|0
20025|M|2017-10-06|5|0
20025|M|2017-10-12|1|0
20025|M|2017-10-14|3|0
20025|M|2017-10-18|1|0
20025|M|2017-10-20|2|0
20025|M|2017-10-23|1|0
20025|M|2017-10-25|6|0
20025|M|2017-11-01|3|0
20025|M|2017-11-05|0|0
20025|M|2017-11-06|1|0
20025|M|2017-11-08|1|0
20025|M|2017-11-10|5|0
20025|M|2017-11-16|4|0
20025|M|2017-11-21|3|0
20025|M|2017-11-25|1|0
20025|M|2017-11-27|3|0
20025|M|2017-12-01|2|0
20025|M|2017-12-04|2|0
20025|M|2017-12-07|1|0
20025|M|2017-12-09|1|0
20025|M|2017-12-11|1|0
20025|M|2017-12-13|6|0
20025|M|2017-12-20|3|0
20025|M|2017-12-24|14|0
20025|M|2018-01-08|3|0
20025|M|2018-01-12|3|0
20025|M|2018-01-16|0|0
20025|M|2018-01-17|0|0
20025|M|2018-01-18|0|0
20025|M|2018-01-19|2|0
20025|M|2018-01-22|1|0
20025|M|2018-01-24|0|0
20025|M|2018-01-25|3|0
20025|M|2018-01-29|1|0
20025|M|2018-01-31|0|1
20025|S|2017-10-01|7|0
20025|S|2017-10-09|2|0
20025|S|2017-10-12|8|0
20025|S|2017-10-21|4|0
20025|S|2017-10-26|5|0
20025|S|2017-11-01|0|0
20025|S|2017-11-02|3|0
20025|S|2017-11-06|8|0
20025|S|2017-11-15|1|0
20025|S|2017-11-17|6|0
20025|S|2017-11-24|0|0
20025|S|2017-11-25|1|0
20025|S|2017-11-27|2|0
20025|S|2017-11-30|3|0
20025|S|2017-12-04|2|0
20025|S|2017-12-07|0|0
20025|S|2017-12-08|0|0
20025|S|2017-12-09|1|0
20025|S|2017-12-11|2|0
20025|S|2017-12-14|3|0
20025|S|2017-12-18|0|0
20025|S|2017-12-19|2|0
20025|S|2017-12-22|6|0
20025|S|2017-12-29|13|0
20025|S|2018-01-12|0|0
20025|S|2018-01-13|4|0
20025|S|2018-01-18|1|0
20025|S|2018-01-20|4|0
20025|S|2018-01-25|0|0
20025|S|2018-01-26|2|0
20025|S|2018-01-29|1|0
20025|S|2018-01-31|0|0
20025|XL|2017-10-01|0|0
20025|XL|2017-10-02|8|0
20025|XL|2017-10-11|12|0
20025|XL|2017-10-24|4|0
20025|XL|2017-10-29|2|0
20025|XL|2017-11-01|6|0
20025|XL|2017-11-08|16|0
20025|XL|2017-11-25|6|0
20025|XL|2017-12-02|4|0
20025|XL|2017-12-07|1|0
20025|XL|2017-12-09|1|0
20025|XL|2017-12-11|0|0
20025|XL|2017-12-12|2|0
20025|XL|2017-12-15|2|0
20025|XL|2017-12-18|7|0
20025|XL|2017-12-26|3|0
20025|XL|2017-12-30|12|0
20025|XL|2018-01-12|0|0
20025|XL|2018-01-13|2|0
20025|XL|2018-01-16|0|0
20025|XL|2018-01-17|0|0
20025|XL|2018-01-18|2|0
20025|XL|2018-01-21|0|0
20025|XL|2018-01-22|1|0
20025|XL|2018-01-24|0|0
20025|XL|2018-01-25|5|0
20025|XL|2018-01-31|0|1
20028|L|2017-10-01|122|1
20028|M|2017-10-01|17|0
20028|M|2017-10-19|27|0
20028|M|2017-11-16|75|0
20028|M|2018-01-31|0|1
20033|40|2017-10-01|108|0
20033|40|2018-01-18|8|0
20033|40|2018-01-27|4|0
20033|40 2/3|2017-10-01|108|0
20033|40 2/3|2018-01-18|13|1
20033|41 1/3|2017-10-01|0|0
20033|41 1/3|2017-10-02|58|0
20033|41 1/3|2017-11-30|62|0
20033|45 1/3|2017-10-01|58|0
20033|45 1/3|2017-11-29|63|1
20036|4 ( 39-42 )|2017-10-01|93|0
20036|4 ( 39-42 )|2018-01-03|28|1
20036|5 ( 43-46 )|2017-10-01|22|0
20036|5 ( 43-46 )|2017-10-24|2|0
20036|5 ( 43-46 )|2017-10-27|31|0
20036|5 ( 43-46 )|2017-11-28|35|0
20036|5 ( 43-46 )|2018-01-03|28|1
20042|2 ( 37-39 )|2017-10-01|58|0
20042|2 ( 37-39 )|2017-11-29|44|0
20042|2 ( 37-39 )|2018-01-13|17|0
20042|2 ( 37-39 )|2018-01-31|0|1
20042|3 ( 40-42 )|2017-10-01|17|0
20042|3 ( 40-42 )|2017-10-19|37|0
20042|3 ( 40-42 )|2017-11-26|40|0
20042|3 ( 40-42 )|2018-01-06|25|0
20042|4 ( 43-45 )|2017-10-01|30|0
20042|4 ( 43-45 )|2017-11-01|37|0
20042|4 ( 43-45 )|2017-12-09|53|1
20042|5 ( 46-48 )|2017-10-01|1|0
20042|5 ( 46-48 )|2017-10-03|36|0
20042|5 ( 46-48 )|2017-11-09|4|0
20042|5 ( 46-48 )|2017-11-14|13|0
20042|5 ( 46-48 )|2017-11-28|9|0
20042|5 ( 46-48 )|2017-12-08|22|0
20042|5 ( 46-48 )|2017-12-31|6|0
20042|5 ( 46-48 )|2018-01-07|2|0
20042|5 ( 46-48 )|2018-01-10|0|0
20042|5 ( 46-48 )|2018-01-11|12|0
20042|5 ( 46-48 )|2018-01-24|1|0
20042|5 ( 46-48 )|2018-01-26|4|0
20042|5 ( 46-48 )|2018-01-31|0|1
20043|M|2017-10-01|106|0
20043|M|2018-01-16|15|1
20050|164|2017-10-01|1|0
20050|164|2017-10-03|120|1
20051|L ( 152-158 )|2017-11-20|72|0
20052|XL|2017-10-01|7|0
20052|XL|2017-10-09|12|0
20052|XL|2017-10-22|5|0
20052|XL|2017-10-28|12|0
20052|XL|2017-11-10|42|0
20052|XL|2017-12-23|39|1
20053|L|2017-10-01|13|0
20053|L|2017-10-15|18|0
20053|L|2017-11-03|17|0
20053|L|2017-11-21|9|0
20053|L|2017-12-01|49|0
20053|L|2018-01-20|11|1
20053|M|2017-10-01|0|0
20053|M|2017-10-02|5|0
20053|M|2017-10-08|3|0
20053|M|2017-10-12|4|0
20053|M|2017-10-17|1|0
20053|M|2017-10-19|3|0
20053|M|2017-10-23|0|0
20053|M|2017-10-24|0|0
20053|M|2017-10-25|0|0
20053|M|2017-10-26|1|0
20053|M|2017-10-28|1|0
20053|M|2017-10-30|0|0
20053|M|2017-10-31|0|0
20053|M|2017-11-01|3|0
20053|M|2017-11-05|1|0
20053|M|2017-11-07|0|0
20053|M|2017-11-08|0|0
20053|M|2017-11-09|2|0
20053|M|2017-11-12|0|0
20053|M|2017-11-13|1|0
20053|M|2017-11-15|1|0
20053|M|2017-11-17|1|0
20053|M|2017-11-19|3|0
20053|M|2017-11-23|0|0
20053|M|2017-11-24|0|0
20053|M|2017-11-25|1|0
20053|M|2017-11-27|1|0
20053|M|2017-11-29|1|0
20053|M|2017-12-01|5|0
20053|M|2017-12-07|1|0
20053|M|2017-12-09|1|0
20053|M|2017-12-11|6|0
20053|M|2017-12-18|28|0
20053|M|2018-01-16|0|0
20053|M|2018-01-17|2|0
20053|M|2018-01-20|1|0
20053|M|2018-01-22|9|1
20053|S|2017-10-01|8|0
20053|S|2017-10-10|1|0
20053|S|2017-10-12|5|0
20053|S|2017-10-18|5|0
20053|S|2017-10-24|0|0
20053|S|2017-10-25|1|0
20053|S|2017-10-27|1|0
20053|S|2017-10-29|1|0
20053|S|2017-10-31|4|0
20053|S|2017-11-05|0|0
20053|S|2017-11-06|4|0
20053|S|2017-11-11|2|0
20053|S|2017-11-14|6|0
20053|S|2017-11-21|2|0
20053|S|2017-11-24|0|0
20053|S|2017-11-25|4|0
20053|S|2017-11-30|0|0
20053|S|2017-12-01|2|0
20053|S|2017-12-04|2|0
20053|S|2017-12-07|9|0
20053|S|2017-12-17|8|0
20053|S|2017-12-26|10|0
20053|S|2018-01-06|24|0
20053|S|2018-01-31|0|1
20053|XL|2017-10-01|3|0
20053|XL|2017-10-05|6|0
20053|XL|2017-10-12|2|0
20053|XL|2017-10-15|3|0
20053|XL|2017-10-19|11|0
20053|XL|2017-10-31|8|0
20053|XL|2017-11-09|3|0
20053|XL|2017-11-13|3|0
20053|XL|2017-11-17|7|0
20053|XL|2017-11-25|5|0
20053|XL|2017-12-01|47|0
20053|XL|2018-01-18|1|0
20053|XL|2018-01-20|11|0
20057|42|2017-10-01|16|0
20057|42|2017-10-18|54|0
20057|42|2017-12-12|50|1
20059|2XL|2017-10-01|63|0
20059|2XL|2017-12-04|58|1
20065|L|2017-12-09|47|0
20065|L|2018-01-26|5|1
20067|L|2017-10-01|68|0
20067|L|2017-12-09|18|0
20067|L|2017-12-28|0|0
20067|L|2017-12-29|33|1
20067|M|2017-10-01|52|0
20067|M|2017-11-23|15|0
20067|M|2017-12-09|39|0
20067|M|2018-01-18|13|1
20067|S|2017-10-01|68|0
20067|S|2017-12-09|53|1
20067|XL|2017-10-01|122|1
20069|3XL|2017-10-01|23|0
20069|3XL|2017-10-25|98|1
20069|XL|2017-10-01|35|0
20069|XL|2017-11-06|86|1
20073|152|2017-10-01|9|0
20073|152|2017-10-11|14|0
20073|152|2017-10-26|10|0
20073|152|2017-11-06|4|0
20073|152|2017-11-11|27|0
20073|152|2017-12-09|53|1
20074|L|2017-10-01|68|0
20074|L|2017-12-09|53|1
20074|XL|2017-10-01|72|0
20074|XL|2017-12-13|43|0
20074|XL|2018-01-26|5|1
20082|42,5|2017-10-01|2|0
20082|42,5|2017-10-04|119|1
20088|M|2017-12-05|42|0
20088|M|2018-01-17|14|1
20089|38|2017-10-01|23|0
20089|38|2017-10-25|23|0
20089|38|2017-11-18|74|1
20090|41|2017-10-01|14|0
20090|41|2017-10-16|42|0
20090|41|2017-11-28|64|1
20090|42|2017-10-01|107|0
20090|42|2018-01-17|8|0
20090|42|2018-01-26|5|1
20090|42,5|2017-10-01|58|0
20090|42,5|2017-11-29|63|1
20090|43|2017-10-01|61|0
20090|43|2017-12-02|10|0
20090|43|2017-12-13|49|1
20090|44,5|2017-10-01|23|0
20090|44,5|2017-10-25|20|0
20090|44,5|2017-11-15|9|0
20090|44,5|2017-11-25|67|1
20090|46|2017-10-01|72|0
20090|46|2017-12-13|49|1
20095|S|2017-10-01|91|0
20095|S|2018-01-01|30|1
20096|L ( 42-46 )|2017-10-01|5|0
20096|L ( 42-46 )|2017-10-07|20|0
20096|L ( 42-46 )|2017-10-28|24|0
20096|L ( 42-46 )|2017-11-22|7|0
20096|L ( 42-46 )|2017-11-30|11|0
20096|L ( 42-46 )|2017-12-12|19|0
20096|L ( 42-46 )|2018-01-01|23|0
20096|L ( 42-46 )|2018-01-25|6|1
20096|M ( 38-42 )|2017-10-01|58|0
20096|M ( 38-42 )|2017-11-29|54|0
20096|M ( 38-42 )|2018-01-23|8|1
20096|S ( 34-38 )|2017-10-01|63|0
20096|S ( 34-38 )|2017-12-04|58|1
20096|XL (46-50 )|2017-10-01|71|0
20096|XL (46-50 )|2017-12-12|16|0
20096|XL (46-50 )|2017-12-29|33|0
20098|L|2017-10-01|115|0
20098|L|2018-01-25|6|1
20098|M|2017-10-01|0|0
20098|M|2017-10-02|2|0
20098|M|2017-10-05|45|0
20098|M|2017-11-20|56|0
20098|M|2018-01-16|15|1
20099|36|2017-10-01|70|0
20099|36|2017-12-11|51|1
20099|38|2017-10-01|28|0
20099|38|2017-10-30|21|0
20099|38|2017-11-21|2|0
20099|38|2017-11-24|19|0
20099|38|2017-12-14|48|1
20099|38,5|2017-10-01|64|0
20099|38,5|2017-12-05|17|0
20099|38,5|2017-12-23|6|0
20099|38,5|2017-12-30|19|0
20099|38,5|2018-01-19|12|1
20105|L|2017-10-01|1|0
20105|L|2017-10-03|2|0
20105|L|2017-10-06|1|0
20105|L|2017-10-08|15|0
20105|L|2017-10-24|20|0
20105|L|2017-11-14|1|0
20105|L|2017-11-16|7|0
20105|L|2017-11-24|2|0
20105|L|2017-11-27|2|0
20105|L|2017-11-30|14|0
20105|L|2017-12-15|13|0
20105|L|2017-12-29|5|0
20105|L|2018-01-04|0|0
20105|L|2018-01-05|26|1
20105|M|2017-10-01|7|0
20105|M|2017-10-09|62|0
20105|M|2017-12-11|1|0
20105|M|2017-12-13|0|0
20105|M|2017-12-14|22|0
20105|M|2018-01-06|7|0
20105|M|2018-01-14|2|0
20105|M|2018-01-17|0|0
20105|M|2018-01-18|13|1
20105|S|2017-10-01|14|0
20105|S|2017-10-16|6|0
20105|S|2017-10-23|0|0
20105|S|2017-10-24|90|0
20105|S|2018-01-23|8|1
20106|L ( 152-158 )|2017-10-01|0|0
20106|L ( 152-158 )|2017-10-02|1|0
20106|L ( 152-158 )|2017-10-04|0|0
20106|L ( 152-158 )|2017-10-05|2|0
20106|L ( 152-158 )|2017-10-08|0|0
20106|L ( 152-158 )|2017-10-09|0|0
20106|L ( 152-158 )|2017-10-10|1|0
20106|L ( 152-158 )|2017-10-12|0|0
20106|L ( 152-158 )|2017-10-13|0|0
20106|L ( 152-158 )|2017-10-14|0|0
20106|L ( 152-158 )|2017-10-15|3|0
20106|L ( 152-158 )|2017-10-19|0|0
20106|L ( 152-158 )|2017-10-20|4|0
20106|L ( 152-158 )|2017-10-25|1|0
20106|L ( 152-158 )|2017-10-27|0|0
20106|L ( 152-158 )|2017-10-28|0|0
20106|L ( 152-158 )|2017-10-29|0|0
20106|L ( 152-158 )|2017-10-30|1|0
20106|L ( 152-158 )|2017-11-01|0|0
20106|L ( 152-158 )|2017-11-02|0|0
20106|L ( 152-158 )|2017-11-03|1|0
20106|L ( 152-158 )|2017-11-05|1|0
20106|L ( 152-158 )|2017-11-07|8|0
20106|L ( 152-158 )|2017-11-16|0|0
20106|L ( 152-158 )|2017-11-17|0|0
20106|L ( 152-158 )|2017-11-18|0|0
20106|L ( 152-158 )|2017-11-19|0|0
20106|L ( 152-158 )|2017-11-20|0|0
20106|L ( 152-158 )|2017-11-21|1|0
20106|L ( 152-158 )|2017-11-23|0|0
20106|L ( 152-158 )|2017-11-24|0|0
20106|L ( 152-158 )|2017-11-25|42|0
20106|L ( 152-158 )|2018-01-07|12|0
20106|L ( 152-158 )|2018-01-20|11|1
20106|S ( 128-140 )|2017-10-01|2|0
20106|S ( 128-140 )|2017-10-04|0|0
20106|S ( 128-140 )|2017-10-05|0|0
20106|S ( 128-140 )|2017-10-06|5|0
20106|S ( 128-140 )|2017-10-12|0|0
20106|S ( 128-140 )|2017-10-13|15|0
20106|S ( 128-140 )|2017-10-29|1|0
20106|S ( 128-140 )|2017-10-31|0|0
20106|S ( 128-140 )|2017-11-01|3|0
20106|S ( 128-140 )|2017-11-05|0|0
20106|S ( 128-140 )|2017-11-06|7|0
20106|S ( 128-140 )|2017-11-14|1|0
20106|S ( 128-140 )|2017-11-16|45|0
20106|S ( 128-140 )|2018-01-01|30|0
20106|XL ( 158-170 )|2017-10-01|1|0
20106|XL ( 158-170 )|2017-10-03|0|0
20106|XL ( 158-170 )|2017-10-04|0|0
20106|XL ( 158-170 )|2017-10-05|0|0
20106|XL ( 158-170 )|2017-10-06|0|0
20106|XL ( 158-170 )|2017-10-07|0|0
20106|XL ( 158-170 )|2017-10-08|1|0
20106|XL ( 158-170 )|2017-10-10|2|0
20106|XL ( 158-170 )|2017-10-13|0|0
20106|XL ( 158-170 )|2017-10-14|0|0
20106|XL ( 158-170 )|2017-10-15|1|0
20106|XL ( 158-170 )|2017-10-17|0|0
20106|XL ( 158-170 )|2017-10-18|0|0
20106|XL ( 158-170 )|2017-10-19|0|0
20106|XL ( 158-170 )|2017-10-20|2|0
20106|XL ( 158-170 )|2017-10-23|0|0
20106|XL ( 158-170 )|2017-10-24|0|0
20106|XL ( 158-170 )|2017-10-25|1|0
20106|XL ( 158-170 )|2017-10-27|0|0
20106|XL ( 158-170 )|2017-10-28|0|0
20106|XL ( 158-170 )|2017-10-29|0|0
20106|XL ( 158-170 )|2017-10-30|0|0
20106|XL ( 158-170 )|2017-10-31|0|0
20106|XL ( 158-170 )|2017-11-01|0|0
20106|XL ( 158-170 )|2017-11-02|10|0
20106|XL ( 158-170 )|2017-11-13|0|0
20106|XL ( 158-170 )|2017-11-14|2|0
20106|XL ( 158-170 )|2017-11-17|0|0
20106|XL ( 158-170 )|2017-11-18|3|0
20106|XL ( 158-170 )|2017-11-22|0|0
20106|XL ( 158-170 )|2017-11-23|11|0
20106|XL ( 158-170 )|2017-12-05|0|0
20106|XL ( 158-170 )|2017-12-06|0|0
20106|XL ( 158-170 )|2017-12-07|0|0
20106|XL ( 158-170 )|2017-12-08|0|0
20106|XL ( 158-170 )|2017-12-09|0|0
20106|XL ( 158-170 )|2017-12-10|0|0
20106|XL ( 158-170 )|2017-12-11|0|0
20106|XL ( 158-170 )|2017-12-12|0|0
20106|XL ( 158-170 )|2017-12-13|0|0
20106|XL ( 158-170 )|2017-12-14|5|0
20106|XL ( 158-170 )|2017-12-20|0|0
20106|XL ( 158-170 )|2017-12-21|0|0
20106|XL ( 158-170 )|2017-12-22|0|0
20106|XL ( 158-170 )|2017-12-23|3|0
20106|XL ( 158-170 )|2017-12-27|0|0
20106|XL ( 158-170 )|2017-12-28|1|0
20106|XL ( 158-170 )|2017-12-30|5|0
20106|XL ( 158-170 )|2018-01-05|0|0
20106|XL ( 158-170 )|2018-01-06|1|0
20106|XL ( 158-170 )|2018-01-08|5|0
20106|XL ( 158-170 )|2018-01-14|4|0
20106|XL ( 158-170 )|2018-01-19|2|0
20106|XL ( 158-170 )|2018-01-22|1|0
20106|XL ( 158-170 )|2018-01-24|7|1
20106|XS ( 116-128 )|2017-10-01|4|0
20106|XS ( 116-128 )|2017-10-06|22|0
20106|XS ( 116-128 )|2017-10-29|15|0
20106|XS ( 116-128 )|2017-11-14|15|0
20106|XS ( 116-128 )|2017-11-30|17|0
20106|XS ( 116-128 )|2017-12-18|44|1
20108|128|2017-10-01|44|0
20108|128|2017-11-15|32|0
20108|128|2017-12-18|44|1
20108|140|2017-10-01|77|0
20108|140|2017-12-18|44|1
20108|164|2017-10-01|21|0
20108|164|2017-10-23|0|0
20108|164|2017-10-24|7|0
20108|164|2017-11-01|46|0
20108|164|2017-12-18|44|1
20108|176|2017-10-01|13|0
20108|176|2017-10-15|63|0
20108|176|2017-12-18|11|0
20108|176|2017-12-30|9|0
20108|176|2018-01-09|22|1
20110|M|2017-11-10|54|0
20110|M|2018-01-04|10|0
20110|M|2018-01-15|16|1
20110|XL|2017-11-10|63|0
20110|XL|2018-01-13|18|1
20111|L|2017-10-01|37|0
20111|L|2017-11-08|16|0
20111|L|2017-11-25|9|0
20111|L|2017-12-05|24|0
20111|L|2017-12-30|8|0
20111|L|2018-01-08|23|1
20111|M|2017-10-01|3|0
20111|M|2017-10-05|11|0
20111|M|2017-10-17|8|0
20111|M|2017-10-26|6|0
20111|M|2017-11-02|0|0
20111|M|2017-11-03|4|0
20111|M|2017-11-08|1|0
20111|M|2017-11-10|4|0
20111|M|2017-11-15|1|0
20111|M|2017-11-17|5|0
20111|M|2017-11-23|1|0
20111|M|2017-11-25|5|0
20111|M|2017-12-01|3|0
20111|M|2017-12-05|2|0
20111|M|2017-12-08|20|0
20111|M|2017-12-29|0|0
20111|M|2017-12-30|3|0
20111|M|2018-01-03|4|0
20111|M|2018-01-08|14|0
20111|M|2018-01-23|8|0
20111|S|2017-10-01|8|0
20111|S|2017-10-10|15|0
20111|S|2017-10-26|7|0
20111|S|2017-11-03|4|0
20111|S|2017-11-08|24|0
20111|S|2017-12-03|30|0
20111|S|2018-01-03|18|0
20111|S|2018-01-22|9|1
20111|XL|2017-10-01|2|0
20111|XL|2017-10-04|0|0
20111|XL|2017-10-05|6|0
20111|XL|2017-10-12|3|0
20111|XL|2017-10-16|0|0
20111|XL|2017-10-17|16|0
20111|XL|2017-11-03|6|0
20111|XL|2017-11-10|0|0
20111|XL|2017-11-11|16|0
20111|XL|2017-11-28|1|0
20111|XL|2017-11-30|0|0
20111|XL|2017-12-01|1|0
20111|XL|2017-12-03|2|0
20111|XL|2017-12-06|0|0
20111|XL|2017-12-07|0|0
20111|XL|2017-12-08|21|0
20111|XL|2017-12-30|3|0
20111|XL|2018-01-03|1|0
20111|XL|2018-01-05|0|0
20111|XL|2018-01-06|3|0
20111|XL|2018-01-10|2|0
20111|XL|2018-01-13|18|0
20112|45,5|2017-10-01|122|1
20113|L|2017-10-01|2|0
20113|L|2017-10-04|0|0
20113|L|2017-10-05|19|0
20113|L|2017-10-25|18|0
20113|L|2017-11-13|27|0
20113|L|2017-12-11|25|0
20113|L|2018-01-06|3|0
20113|L|2018-01-10|21|1
20113|M|2017-10-01|2|0
20113|M|2017-10-04|2|0
20113|M|2017-10-07|24|0
20113|M|2017-11-01|0|0
20113|M|2017-11-02|3|0
20113|M|2017-11-06|6|0
20113|M|2017-11-13|0|0
20113|M|2017-11-14|1|0
20113|M|2017-11-16|0|0
20113|M|2017-11-17|6|0
20113|M|2017-11-24|13|0
20113|M|2017-12-08|19|0
20113|M|2017-12-28|6|0
20113|M|2018-01-04|4|0
20113|M|2018-01-09|22|1
20114|37,5|2017-10-01|122|0
20114|38|2017-10-01|53|0
20114|38|2017-11-24|2|0
20114|38|2017-11-27|65|1
20114|38,5|2017-10-01|117|0
20114|38,5|2018-01-27|4|0
20114|40,5|2017-10-01|60|0
20114|40,5|2017-12-01|57|0
20114|40,5|2018-01-28|3|0
20114|41|2017-10-01|13|0
20114|41|2017-10-15|104|0
20114|41|2018-01-28|3|1
20116|L|2017-10-01|107|0
20116|L|2018-01-17|14|1
20116|M|2017-10-01|96|0
20116|M|2018-01-06|2|0
20116|M|2018-01-09|1|0
20116|M|2018-01-11|9|0
20116|M|2018-01-21|1|0
20116|M|2018-01-23|1|0
20116|M|2018-01-25|6|1
20117|3 ( 40-42 )|2018-01-17|14|1
20120|38,5|2017-10-01|102|0
20120|38,5|2018-01-12|19|1
20121|L ( 152-158 )|2017-10-01|31|0
20121|L ( 152-158 )|2017-11-02|4|0
20121|L ( 152-158 )|2017-11-07|1|0
20121|L ( 152-158 )|2017-11-09|9|0
20121|L ( 152-158 )|2017-11-19|7|0
20121|L ( 152-158 )|2017-11-27|10|0
20121|L ( 152-158 )|2017-12-08|4|0
20121|L ( 152-158 )|2017-12-13|47|0
20121|L ( 152-158 )|2018-01-30|1|1
20121|M ( 140-152 )|2017-10-01|53|0
20121|M ( 140-152 )|2017-11-24|11|0
20121|M ( 140-152 )|2017-12-06|1|0
20121|M ( 140-152 )|2017-12-08|4|0
20121|M ( 140-152 )|2017-12-13|18|0
20121|M ( 140-152 )|2018-01-01|30|1
20121|XL ( 158-170 )|2017-10-01|34|0
20121|XL ( 158-170 )|2017-11-05|23|0
20121|XL ( 158-170 )|2017-11-29|63|1
20121|XS ( 116-128 )|2017-10-01|54|0
20121|XS ( 116-128 )|2017-11-25|67|1
20122|2XL|2017-10-01|102|0
20122|2XL|2018-01-12|19|1
20125|152|2017-10-01|54|0
20125|152|2017-11-25|9|0
20125|152|2017-12-05|19|0
20125|152|2017-12-25|21|0
20125|152|2018-01-16|15|1
20125|164|2017-10-01|36|0
20125|164|2017-11-07|15|0
20125|164|2017-11-23|1|0
20125|164|2017-11-25|3|0
20125|164|2017-11-29|1|0
20125|164|2017-12-01|6|0
20125|164|2017-12-08|2|0
20125|164|2017-12-11|1|0
20125|164|2017-12-13|1|0
20125|164|2017-12-15|14|0
20125|164|2017-12-30|11|0
20125|164|2018-01-11|19|0
20125|164|2018-01-31|0|1
20127|L ( 42-46 )|2017-10-01|77|0
20127|L ( 42-46 )|2017-12-18|44|1
20127|M ( 38-42 )|2017-10-01|43|0
20127|M ( 38-42 )|2017-11-14|19|0
20127|M ( 38-42 )|2017-12-04|58|1
20129|140|2017-10-01|47|0
20129|140|2017-11-18|5|0
20129|140|2017-11-24|0|0
20129|140|2017-11-25|11|0
20129|140|2017-12-07|55|1
20129|152|2017-10-01|53|0
20129|152|2017-11-24|68|1
20131|L ( 152-158 )|2017-10-01|6|0
20131|L ( 152-158 )|2017-10-08|18|0
20131|L ( 152-158 )|2017-10-27|13|0
20131|L ( 152-158 )|2017-11-10|17|0
20131|L ( 152-158 )|2017-11-28|33|0
20131|L ( 152-158 )|2018-01-01|30|1
20132|44,5|2017-10-01|3|0
20132|44,5|2017-10-05|27|0
20132|44,5|2017-11-02|8|0
20132|44,5|2017-11-11|0|0
20132|44,5|2017-11-12|10|0
20132|44,5|2017-11-23|40|0
20132|44,5|2018-01-03|5|0
20132|44,5|2018-01-09|13|0
20132|44,5|2018-01-23|8|1
